record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,cost_anomaly
gcp-cost-021-00434,2026-03-15,project-12,bigquery,us-east1,prod,platform,cost,52.694,7.666,0.915,22.401,71.622,1
gcp-cost-021-00435,2026-03-16,project-11,compute,asia-south1,sandbox,finops,cost,57.697,7.836,0.464,82.405,66.735,1
gcp-cost-021-00436,2026-03-17,project-16,vertex-ai,europe-west1,dev,backend,security,36.169,4.391,0.492,133.502,59.594,0
gcp-cost-021-00437,2026-03-18,project-04,compute,europe-west1,prod,mlops,cost,56.119,11.266,0.572,177.94,91.899,1
gcp-cost-021-00438,2026-03-19,project-14,compute,us-east1,staging,backend,reliability,105.375,12.974,0.408,19.752,84.314,1
gcp-cost-021-00439,2026-03-20,project-10,bigquery,us-east1,dev,data,cost,54.827,10.299,0.413,120.557,75.257,1
gcp-cost-021-00440,2026-03-21,project-10,cloud-run,asia-south1,dev,data,latency,0.0,7.517,0.529,195.595,64.579,0
gcp-cost-021-00441,2026-03-22,project-15,vertex-ai,us-east1,prod,security,reliability,48.746,10.805,0.627,269.883,100,1
gcp-cost-021-00442,2026-03-23,project-14,bigquery,us-central1,dev,platform,reliability,23.326,13.336,0.346,120.695,68.993,0
gcp-cost-021-00443,2026-03-24,project-18,pubsub,asia-south1,prod,backend,latency,72.586,4.677,0.613,89.151,70.774,0
gcp-cost-021-00444,2026-03-25,project-24,vertex-ai,asia-south1,dev,platform,reliability,65.434,6.189,0.452,184.609,80.085,1
gcp-cost-021-00445,2026-03-26,project-10,compute,us-east1,prod,mlops,security,49.192,8.724,0.364,78.503,61.762,0
gcp-cost-021-00446,2026-03-27,project-22,cloud-sql,global,sandbox,backend,latency,21.36,3.826,0.638,43.102,45.019,0
gcp-cost-021-00447,2026-03-28,project-15,vertex-ai,asia-south1,prod,mlops,reliability,57.925,4.461,0.609,130.653,71.051,1
gcp-cost-021-00448,2026-03-29,project-20,gke,europe-west1,prod,platform,reliability,61.583,5.93,0.641,185.983,84.948,1
gcp-cost-021-00449,2026-03-30,project-22,pubsub,europe-west1,sandbox,mlops,quality,26.567,5.781,0.703,94.891,61.231,1
gcp-cost-021-00450,2026-03-31,project-24,gke,europe-west1,dev,backend,security,73.369,7.747,0.782,159.887,94.442,1
gcp-cost-021-00451,2026-04-01,project-18,bigquery,global,dev,mlops,reliability,31.207,7.799,0.465,99.078,59.844,0
gcp-cost-021-00452,2026-04-02,project-06,cloud-sql,global,sandbox,data,reliability,37.356,10.523,0.387,131.802,70.394,0
gcp-cost-021-00453,2026-04-03,project-05,cloud-run,global,prod,mlops,security,52.71,8.689,0.525,177.827,83.031,1
gcp-cost-021-00454,2026-04-04,project-07,bigquery,global,dev,backend,reliability,50.661,10.529,0.499,123.598,77.789,1
gcp-cost-021-00455,2026-04-05,project-23,compute,europe-west1,prod,backend,cost,32.952,7.367,0.414,143.923,64.202,1
gcp-cost-021-00456,2026-04-06,project-21,cloud-run,us-east1,staging,finops,quality,56.766,13.983,0.625,145.114,95.533,1
gcp-cost-021-00457,2026-04-07,project-21,bigquery,asia-south1,prod,data,reliability,71.144,7.062,0.32,0.0,52.578,0
gcp-cost-021-00458,2026-04-08,project-11,gke,asia-south1,dev,platform,latency,62.687,14.735,0.624,48.848,85.286,1
gcp-cost-021-00459,2026-04-09,project-15,pubsub,europe-west1,dev,finops,reliability,58.867,8.142,0.71,129.76,83.375,1
gcp-cost-021-00460,2026-04-10,project-01,cloud-run,asia-south1,prod,data,reliability,76.151,16.807,0.565,212.868,100,1
gcp-cost-021-00461,2026-04-11,project-06,pubsub,asia-south1,prod,mlops,reliability,62.45,3.724,0.775,164.657,81.684,1
gcp-cost-021-00462,2026-04-12,project-05,cloud-sql,europe-west1,prod,platform,quality,77.864,13.079,0.35,198.711,98.999,1
gcp-cost-021-00463,2026-04-13,project-20,vertex-ai,us-east1,dev,data,latency,44.014,8.199,0.501,186.984,79.339,1
gcp-cost-021-00464,2026-04-14,project-18,vertex-ai,us-east1,prod,platform,latency,98.224,5.258,0.783,61.883,83.077,1
gcp-cost-021-00465,2026-04-15,project-20,cloud-run,asia-south1,sandbox,data,latency,21.424,11.664,0.343,149.903,68.58,1
gcp-cost-021-00466,2026-04-16,project-06,gke,us-east1,prod,data,security,50.3,8.641,0.554,125.505,75.46,1
gcp-cost-021-00467,2026-04-17,project-19,vertex-ai,europe-west1,staging,security,latency,48.011,13.172,0.558,140.972,87.627,1
gcp-cost-021-00468,2026-04-18,project-03,compute,us-east1,prod,finops,latency,70.172,17.337,0.352,192.481,100,1
gcp-cost-021-00469,2026-04-19,project-04,gke,global,prod,backend,latency,58.615,12.858,0.346,139.273,82.938,1
gcp-cost-021-00470,2026-04-20,project-07,gke,us-central1,prod,backend,security,74.112,20.113,0.626,122.823,100,1
gcp-cost-021-00471,2026-04-21,project-24,pubsub,global,sandbox,backend,latency,63.771,7.777,0.623,98.149,76.585,1
gcp-cost-021-00472,2026-04-22,project-18,cloud-run,asia-south1,prod,finops,cost,91.432,4.814,0.697,136.974,87.604,1
gcp-cost-021-00473,2026-04-23,project-14,compute,europe-west1,prod,backend,reliability,58.298,6.225,0.99,195.402,98.075,1
gcp-cost-021-00474,2026-04-24,project-21,vertex-ai,us-east1,dev,platform,security,36.704,11.054,0.586,253.245,96.081,1
gcp-cost-021-00475,2026-04-25,project-13,compute,asia-south1,sandbox,finops,quality,89.711,20.324,0.566,115.962,100,1
gcp-cost-021-00476,2026-04-26,project-09,cloud-run,asia-south1,sandbox,platform,cost,30.416,10.354,0.707,53.95,67.418,1
gcp-cost-021-00477,2026-04-27,project-16,gke,asia-south1,dev,platform,quality,45.347,9.104,0.43,148.03,73.752,1
gcp-cost-021-00478,2026-04-28,project-16,gke,europe-west1,staging,mlops,security,14.99,5.395,0.509,52.177,43.259,0
gcp-cost-021-00479,2026-04-29,project-09,compute,us-central1,prod,platform,cost,33.62,5.981,0.499,99.47,57.694,0
gcp-cost-021-00480,2026-04-30,project-19,bigquery,asia-south1,prod,platform,latency,40.68,11.251,0.76,12.294,68.883,1
gcp-cost-021-00481,2026-05-01,project-09,cloud-run,global,prod,security,cost,38.896,6.65,0.609,186.639,77.663,1
gcp-cost-021-00482,2026-05-02,project-07,pubsub,europe-west1,prod,backend,cost,70.984,10.52,0.679,134.612,92.787,1
gcp-cost-021-00483,2026-05-03,project-24,vertex-ai,asia-south1,prod,security,security,69.728,3.854,0.253,178.879,68.339,0
gcp-cost-021-00484,2026-05-04,project-20,pubsub,asia-south1,dev,mlops,quality,67.384,12.706,0.657,104.454,91.46,1
gcp-cost-021-00485,2026-05-05,project-11,vertex-ai,us-east1,dev,platform,security,62.295,6.324,0.676,144.176,81.245,1
gcp-cost-021-00486,2026-05-06,project-07,compute,asia-south1,sandbox,security,cost,61.404,11.146,0.822,150.078,98.155,1
gcp-cost-021-00487,2026-05-07,project-08,pubsub,us-east1,dev,security,reliability,71.058,12.401,0.678,164.676,100,1
gcp-cost-021-00488,2026-05-08,project-09,gke,global,dev,platform,cost,27.16,7.521,0.747,114.765,69.937,0
gcp-cost-021-00489,2026-05-09,project-07,cloud-run,global,dev,finops,cost,62.72,5.611,0.524,162.847,77.133,1
gcp-cost-021-00490,2026-05-10,project-20,cloud-run,us-east1,staging,backend,reliability,10.707,6.43,0.751,118.005,62.245,0
gcp-cost-021-00491,2026-05-11,project-19,bigquery,us-east1,staging,mlops,reliability,35.358,19.06,1.084,0.0,94.789,1
gcp-cost-021-00492,2026-05-12,project-21,cloud-run,europe-west1,dev,security,latency,54.421,14.392,0.705,83.309,89.453,1
gcp-cost-021-00493,2026-05-13,project-15,cloud-sql,us-central1,dev,finops,security,50.882,7.39,0.556,153.557,76.906,1
gcp-cost-021-00494,2026-05-14,project-16,pubsub,us-east1,prod,mlops,security,48.783,7.906,0.494,108.393,68.619,0
gcp-cost-021-00495,2026-05-15,project-14,compute,europe-west1,staging,data,security,34.037,10.329,0.447,85.565,64.137,0
gcp-cost-021-00496,2026-05-16,project-11,bigquery,us-central1,prod,backend,latency,68.755,7.948,0.636,153.067,87.192,1
gcp-cost-021-00497,2026-05-17,project-07,pubsub,global,prod,backend,quality,55.595,8.774,0.47,163.196,80.18,1
gcp-cost-021-00498,2026-05-18,project-18,gke,us-east1,prod,backend,security,46.332,8.945,0.673,61.477,69.608,1
gcp-cost-021-00499,2026-05-19,project-15,bigquery,us-central1,dev,backend,cost,53.75,6.422,0.729,157.137,82.228,1
gcp-cost-021-00500,2026-05-20,project-18,gke,us-east1,dev,security,quality,55.449,4.528,0.61,97.554,65.549,0
gcp-cost-021-00501,2026-05-21,project-15,cloud-sql,asia-south1,dev,backend,latency,52.582,5.66,0.475,205.36,78.184,1
gcp-cost-021-00502,2026-05-22,project-07,cloud-sql,asia-south1,dev,security,latency,40.018,14.025,0.382,52.203,67.714,0
gcp-cost-021-00503,2026-05-23,project-02,gke,us-central1,dev,mlops,security,46.193,10.074,0.578,79.728,71.531,0
gcp-cost-021-00504,2026-05-24,project-08,pubsub,asia-south1,prod,security,security,74.401,4.927,0.624,231.816,93.183,1
gcp-cost-021-00505,2026-05-25,project-05,bigquery,europe-west1,staging,security,quality,0.0,5.086,0.756,97.262,52.511,0
gcp-cost-021-00506,2026-05-26,project-04,compute,europe-west1,dev,platform,security,33.856,8.976,0.235,130.332,60.025,0
gcp-cost-021-00507,2026-05-27,project-13,cloud-run,asia-south1,prod,mlops,cost,32.99,18.019,0.664,143.439,97.749,1
gcp-cost-021-00508,2026-05-28,project-08,gke,us-central1,prod,security,cost,57.566,10.566,0.497,153.068,84.52,1
gcp-cost-021-00509,2026-05-29,project-19,bigquery,asia-south1,staging,data,quality,34.791,11.136,0.331,125.461,68.042,0
gcp-cost-021-00510,2026-05-30,project-10,cloud-run,europe-west1,prod,platform,latency,55.492,7.204,0.437,95.578,65.465,1
gcp-cost-021-00511,2026-05-31,project-14,compute,europe-west1,sandbox,data,security,27.683,5.788,0.218,157.032,53.725,0
gcp-cost-021-00512,2026-06-01,project-16,gke,asia-south1,prod,data,reliability,55.109,3.23,0.34,139.488,59.067,0
gcp-cost-021-00513,2026-06-02,project-06,compute,asia-south1,prod,mlops,latency,60.281,8.982,0.497,36.946,64.839,1
gcp-cost-021-00514,2026-06-03,project-19,gke,us-central1,prod,security,cost,45.024,5.769,0.698,133.466,73.113,0
gcp-cost-021-00515,2026-06-04,project-14,cloud-sql,us-east1,prod,platform,latency,74.394,7.149,0.188,39.334,55.035,0
gcp-cost-021-00516,2026-06-05,project-11,cloud-sql,asia-south1,prod,finops,latency,70.93,8.299,0.798,138.828,92.366,1
gcp-cost-021-00517,2026-06-06,project-10,compute,us-central1,prod,security,quality,40.145,11.587,0.543,117.062,77.164,1
gcp-cost-021-00518,2026-06-07,project-01,cloud-run,europe-west1,prod,mlops,latency,68.192,17.751,0.413,112.792,96.19,1
gcp-cost-021-00519,2026-06-08,project-16,cloud-run,us-central1,staging,security,reliability,73.104,9.785,0.392,171.313,87.121,1
gcp-cost-021-00520,2026-06-09,project-03,compute,europe-west1,prod,data,latency,69.98,10.021,0.627,129.79,88.748,1
gcp-cost-021-00521,2026-06-10,project-17,compute,europe-west1,dev,backend,cost,87.922,16.387,0.518,106.618,100,1
gcp-cost-021-00522,2026-06-11,project-18,bigquery,us-central1,dev,platform,cost,56.223,5.482,0.659,123.323,73.519,1
gcp-cost-021-00523,2026-06-12,project-01,cloud-sql,europe-west1,prod,backend,latency,63.813,9.849,0.495,192.585,90.726,1
gcp-cost-021-00524,2026-06-13,project-01,bigquery,global,prod,platform,latency,18.075,14.812,0.553,153.648,82.65,1
gcp-cost-021-00525,2026-06-14,project-13,compute,global,prod,backend,reliability,45.902,8.045,0.464,79.275,62.638,0
gcp-cost-021-00526,2026-06-15,project-17,gke,us-central1,prod,security,reliability,67.618,9.63,0.567,163.847,89.876,1
gcp-cost-021-00527,2026-06-16,project-23,vertex-ai,europe-west1,sandbox,finops,security,45.649,17.475,0.482,128.297,92.332,1
gcp-cost-021-00528,2026-06-17,project-14,bigquery,us-central1,staging,mlops,latency,59.176,16.213,0.693,194.161,100,1
gcp-cost-021-00529,2026-06-18,project-09,bigquery,asia-south1,staging,mlops,latency,42.27,6.812,0.374,107.262,59.422,0
gcp-cost-021-00530,2026-06-19,project-16,cloud-sql,us-central1,staging,finops,reliability,6.885,5.624,0.495,81.884,44.799,0
gcp-cost-021-00531,2026-06-20,project-13,cloud-run,us-east1,dev,mlops,reliability,53.812,14.953,0.324,98.967,79.497,1
gcp-cost-021-00532,2026-06-21,project-09,pubsub,asia-south1,dev,data,latency,38.837,10.974,0.334,83.72,63.098,0
gcp-cost-021-00533,2026-06-22,project-17,cloud-run,us-central1,prod,finops,cost,52.264,9.427,0.81,146.903,90.062,1
gcp-cost-021-00534,2026-06-23,project-11,compute,asia-south1,prod,backend,cost,57.596,9.96,0.532,62.788,71.175,1
gcp-cost-021-00535,2026-06-24,project-01,pubsub,europe-west1,dev,finops,latency,22.666,17.208,0.56,25.473,71.4,1
gcp-cost-021-00536,2026-06-25,project-13,bigquery,europe-west1,prod,mlops,reliability,78.908,16.482,0.431,67.095,90.945,1
gcp-cost-021-00537,2026-06-26,project-23,gke,global,sandbox,mlops,quality,73.955,9.006,0.585,111.281,83.602,1
gcp-cost-021-00538,2026-06-27,project-21,gke,global,staging,backend,reliability,62.749,7.537,0.699,117.617,81.166,1
gcp-cost-021-00539,2026-06-28,project-19,cloud-run,europe-west1,dev,backend,quality,20.012,6.737,0.53,184.57,68.19,0
gcp-cost-021-00540,2026-06-29,project-12,gke,europe-west1,prod,security,quality,80.67,11.405,0.48,78.682,83.121,1
gcp-cost-021-00541,2026-01-01,project-01,cloud-run,global,prod,data,security,90.795,12.868,0.61,106.692,98.713,1
gcp-cost-021-00542,2026-01-02,project-20,compute,us-central1,prod,security,latency,72.011,9.435,0.992,68.594,91.942,1
gcp-cost-021-00543,2026-01-03,project-04,cloud-run,us-east1,prod,backend,quality,60.297,7.553,0.621,104.885,75.758,0
gcp-cost-021-00544,2026-01-04,project-09,gke,europe-west1,sandbox,data,quality,63.491,18.335,0.301,119.971,93.034,1
gcp-cost-021-00545,2026-01-05,project-19,cloud-sql,europe-west1,sandbox,mlops,cost,50.798,17.731,0.567,181.525,100,1
gcp-cost-021-00546,2026-01-06,project-09,pubsub,global,staging,finops,quality,56.427,5.453,0.395,137.741,66.385,0
gcp-cost-021-00547,2026-01-07,project-08,cloud-sql,us-central1,dev,backend,cost,66.836,7.382,0.723,121.342,83.618,1
gcp-cost-021-00548,2026-01-08,project-06,cloud-sql,global,sandbox,backend,cost,62.681,14.567,0.399,108.623,85.734,1
gcp-cost-021-00549,2026-01-09,project-11,cloud-run,asia-south1,prod,backend,cost,107.029,13.87,0.666,93.906,100,1
gcp-cost-021-00550,2026-01-10,project-04,bigquery,global,staging,data,cost,54.967,7.506,0.56,187.764,83.735,1
gcp-cost-021-00551,2026-01-11,project-10,gke,europe-west1,prod,backend,cost,59.013,12.856,0.642,157.838,96.14,1
gcp-cost-021-00552,2026-01-12,project-23,cloud-run,us-central1,dev,platform,reliability,64.475,8.157,0.624,29.662,67.765,1
gcp-cost-021-00553,2026-01-13,project-08,cloud-run,asia-south1,dev,security,security,14.085,11.49,0.257,126.789,59.225,0
gcp-cost-021-00554,2026-01-14,project-23,bigquery,us-central1,prod,finops,reliability,56.752,12.209,0.721,64.841,83.042,1
gcp-cost-021-00555,2026-01-15,project-14,cloud-run,global,dev,platform,security,43.723,9.409,0.615,63.949,68.108,1
gcp-cost-021-00556,2026-01-16,project-24,pubsub,us-east1,sandbox,backend,cost,33.528,5.849,0.556,93.075,58.416,0
gcp-cost-021-00557,2026-01-17,project-13,gke,asia-south1,staging,data,latency,15.024,10.56,0.821,97.131,72.798,1
gcp-cost-021-00558,2026-01-18,project-13,cloud-run,us-east1,prod,mlops,security,69.406,6.991,0.58,143.793,81.874,1
gcp-cost-021-00559,2026-01-19,project-13,vertex-ai,asia-south1,prod,platform,cost,63.433,7.04,0.513,34.976,61.684,0
gcp-cost-021-00560,2026-01-20,project-18,compute,asia-south1,dev,backend,latency,27.498,5.792,0.684,155.637,69.776,1
gcp-cost-021-00561,2026-01-21,project-10,vertex-ai,asia-south1,dev,platform,security,49.35,11.207,0.352,147.084,77.192,1
gcp-cost-021-00562,2026-01-22,project-16,cloud-run,europe-west1,dev,data,security,51.409,4.443,0.661,89.953,64.613,1
gcp-cost-021-00563,2026-01-23,project-18,bigquery,us-central1,dev,data,quality,35.376,13.271,0.449,105.465,74.443,1
gcp-cost-021-00564,2026-01-24,project-23,vertex-ai,us-central1,sandbox,backend,security,50.535,6.657,0.635,119.448,72.865,0
gcp-cost-021-00565,2026-01-25,project-02,gke,us-central1,prod,data,cost,54.989,15.011,0.0,185.126,81.269,1
gcp-cost-021-00566,2026-01-26,project-01,cloud-sql,global,prod,finops,security,85.006,9.388,0.752,67.817,87.867,1
gcp-cost-021-00567,2026-01-27,project-05,pubsub,europe-west1,sandbox,backend,latency,44.546,6.277,0.627,0.0,52.182,0
gcp-cost-021-00568,2026-01-28,project-24,cloud-run,asia-south1,dev,backend,latency,49.923,5.694,0.72,88.733,68.899,1
gcp-cost-021-00569,2026-01-29,project-12,gke,global,dev,backend,security,20.204,10.234,0.497,87.487,61.104,0
gcp-cost-021-00570,2026-01-30,project-11,cloud-run,us-central1,prod,security,cost,59.43,7.844,0.619,156.753,83.628,1
gcp-cost-021-00571,2026-01-31,project-07,cloud-run,us-east1,prod,backend,quality,70.314,11.322,0.52,85.122,81.642,1
gcp-cost-021-00572,2026-02-01,project-12,cloud-sql,us-east1,prod,backend,security,75.07,9.364,0.685,0.0,72.099,1
gcp-cost-021-00573,2026-02-02,project-01,gke,asia-south1,prod,data,reliability,61.531,6.966,0.723,106.238,78.588,1
gcp-cost-021-00574,2026-02-03,project-05,bigquery,europe-west1,sandbox,security,cost,39.94,5.77,0.831,78.768,68.014,0
gcp-cost-021-00575,2026-02-04,project-03,compute,global,dev,security,security,43.608,4.921,0.502,23.729,47.776,0
gcp-cost-021-00576,2026-02-05,project-24,pubsub,asia-south1,prod,platform,cost,57.841,7.439,0.471,84.274,66.377,1
gcp-cost-021-00577,2026-02-06,project-22,vertex-ai,asia-south1,prod,data,cost,74.049,10.501,0.331,131.162,81.132,1
gcp-cost-021-00578,2026-02-07,project-11,cloud-sql,europe-west1,prod,finops,latency,63.75,5.546,0.682,113.813,75.721,1
gcp-cost-021-00579,2026-02-08,project-14,pubsub,us-central1,prod,platform,security,56.582,16.975,0.264,100.424,83.297,1
gcp-cost-021-00580,2026-02-09,project-22,compute,global,prod,backend,reliability,69.549,8.927,0.578,206.095,95.457,1
gcp-cost-021-00581,2026-02-10,project-23,cloud-run,asia-south1,prod,data,reliability,63.348,6.989,0.374,62.986,60.755,1
gcp-cost-021-00582,2026-02-11,project-20,pubsub,global,sandbox,finops,reliability,52.477,11.525,0.274,77.772,66.19,1
gcp-cost-021-00583,2026-02-12,project-12,pubsub,asia-south1,prod,security,security,46.183,16.821,0.616,61.784,85.983,1
gcp-cost-021-00584,2026-02-13,project-10,gke,europe-west1,dev,finops,latency,68.436,9.364,0.56,205.825,95.418,1
gcp-cost-021-00585,2026-02-14,project-02,cloud-sql,us-central1,prod,security,quality,31.966,7.625,0.286,243.912,74.56,1
gcp-cost-021-00586,2026-02-15,project-22,bigquery,europe-west1,sandbox,mlops,security,47.663,6.012,0.651,212.449,84.477,1
gcp-cost-021-00587,2026-02-16,project-04,vertex-ai,global,staging,security,security,26.734,3.604,0.382,155.484,53.811,0
gcp-cost-021-00588,2026-02-17,project-08,cloud-sql,us-east1,staging,mlops,latency,27.672,18.623,0.467,134.666,89.123,1
gcp-cost-021-00589,2026-02-18,project-16,cloud-run,asia-south1,staging,finops,security,77.793,4.27,0.513,174.313,80.567,1
gcp-cost-021-00590,2026-02-19,project-20,cloud-run,us-east1,prod,data,quality,79.69,6.509,0.293,32.357,58.053,0
gcp-cost-021-00591,2026-02-20,project-20,bigquery,asia-south1,prod,backend,cost,50.401,7.765,0.415,132.911,69.667,1
gcp-cost-021-00592,2026-02-21,project-03,pubsub,global,prod,finops,security,83.742,8.508,0.458,185.957,92.31,1
gcp-cost-021-00593,2026-02-22,project-04,bigquery,asia-south1,dev,security,reliability,51.572,7.27,0.615,102.653,71.509,1
gcp-cost-021-00594,2026-02-23,project-17,compute,global,prod,finops,latency,72.563,7.564,0.535,52.853,69.479,0
gcp-cost-021-00595,2026-02-24,project-02,vertex-ai,global,sandbox,mlops,security,69.195,11.38,0.408,142.995,85.905,1
gcp-cost-021-00596,2026-02-25,project-18,vertex-ai,asia-south1,staging,security,security,35.72,7.158,0.662,91.136,65.665,1
gcp-cost-021-00597,2026-02-26,project-02,compute,asia-south1,prod,finops,latency,47.355,4.824,0.775,64.851,64.413,1
gcp-cost-021-00598,2026-02-27,project-04,gke,us-central1,prod,backend,cost,59.329,3.747,0.587,66.478,59.748,0
gcp-cost-021-00599,2026-02-28,project-07,gke,asia-south1,prod,mlops,cost,63.169,13.835,0.833,148.243,100,1
gcp-cost-021-00600,2026-03-01,project-14,pubsub,global,prod,backend,reliability,37.738,7.666,0.203,117.285,55.305,0
gcp-cost-021-00601,2026-03-02,project-07,gke,global,prod,security,reliability,67.981,17.18,0.579,179.552,100,1
gcp-cost-021-00602,2026-03-03,project-24,gke,europe-west1,sandbox,finops,latency,44.654,16.601,0.756,60.291,89.617,1
gcp-cost-021-00603,2026-03-04,project-06,pubsub,us-east1,sandbox,platform,latency,24.384,11.784,0.458,181.252,78.493,1
gcp-cost-021-00604,2026-03-05,project-07,pubsub,us-east1,staging,mlops,quality,57.772,11.623,0.274,123.588,74.954,1
gcp-cost-021-00605,2026-03-06,project-08,compute,us-east1,prod,finops,reliability,54.186,31.807,0.773,225.864,100,1
gcp-cost-021-00606,2026-03-07,project-03,cloud-run,asia-south1,prod,security,reliability,91.734,15.163,0.888,54.223,100,1
gcp-cost-021-00607,2026-03-08,project-19,vertex-ai,us-central1,prod,finops,quality,53.587,5.415,0.403,170.889,70.417,1
gcp-cost-021-00608,2026-03-09,project-12,compute,global,prod,mlops,security,77.193,8.937,0.671,128.701,90.124,1
gcp-cost-021-00609,2026-03-10,project-11,cloud-sql,global,staging,data,reliability,30.566,8.414,0.521,45.608,55.217,0
gcp-cost-021-00610,2026-03-11,project-02,pubsub,us-central1,prod,data,reliability,65.744,5.647,0.622,143.288,78.853,1
gcp-cost-021-00611,2026-03-12,project-23,pubsub,us-central1,staging,platform,quality,63.843,12.017,0.278,89.335,73.143,1
gcp-cost-021-00612,2026-03-13,project-05,vertex-ai,global,dev,data,quality,59.006,10.737,0.746,174.641,97.284,1
gcp-cost-021-00613,2026-03-14,project-01,vertex-ai,global,prod,mlops,security,103.248,10.374,0.711,236.63,100,1
gcp-cost-021-00614,2026-03-15,project-20,compute,global,prod,mlops,quality,75.213,14.62,0.452,122.175,94.075,1
gcp-cost-021-00615,2026-03-16,project-20,cloud-run,global,sandbox,mlops,reliability,64.711,4.456,0.794,156.985,83.73,1
gcp-cost-021-00616,2026-03-17,project-16,gke,europe-west1,prod,platform,latency,72.442,15.312,0.676,37.257,90.176,1
gcp-cost-021-00617,2026-03-18,project-17,pubsub,us-central1,staging,data,reliability,29.426,7.852,0.488,123.114,63.655,0
gcp-cost-021-00618,2026-03-19,project-23,compute,us-east1,prod,data,security,65.434,12.056,0.931,144.899,100,1
gcp-cost-021-00619,2026-03-20,project-01,cloud-run,asia-south1,staging,mlops,latency,46.222,6.285,0.353,272.868,82.991,1
gcp-cost-021-00620,2026-03-21,project-08,cloud-sql,global,sandbox,finops,quality,38.213,13.298,0.685,109.864,84.4,1
gcp-cost-021-00621,2026-03-22,project-15,cloud-run,us-central1,prod,platform,reliability,45.218,5.129,0.638,130.951,69.221,1
gcp-cost-021-00622,2026-03-23,project-12,pubsub,us-central1,staging,platform,reliability,26.527,18.737,0.472,103.346,84.595,1
gcp-cost-021-00623,2026-03-24,project-06,cloud-sql,europe-west1,sandbox,data,cost,52.707,26.822,0.77,202.255,100,1
gcp-cost-021-00624,2026-03-25,project-06,cloud-sql,europe-west1,staging,platform,quality,37.555,6.278,0.769,203.391,84.369,1
gcp-cost-021-00625,2026-03-26,project-10,bigquery,us-central1,prod,platform,cost,77.216,6.7,0.541,51.979,69.174,0
gcp-cost-021-00626,2026-03-27,project-13,bigquery,us-east1,prod,mlops,reliability,49.906,19.963,0.538,111.373,99.119,1
gcp-cost-021-00627,2026-03-28,project-08,pubsub,us-east1,prod,mlops,cost,79.23,6.765,0.78,61.835,79.833,1
gcp-cost-021-00628,2026-03-29,project-14,compute,asia-south1,prod,backend,latency,72.557,7.072,0.559,211.772,92.345,1
gcp-cost-021-00629,2026-03-30,project-01,cloud-sql,us-central1,prod,mlops,cost,79.095,12.773,0.77,81.479,96.319,1
gcp-cost-021-00630,2026-03-31,project-19,gke,asia-south1,prod,platform,security,68.462,11.602,0.363,108.761,79.599,1
gcp-cost-021-00631,2026-04-01,project-22,compute,asia-south1,prod,mlops,reliability,53.318,13.049,0.65,127.529,90.457,1
gcp-cost-021-00632,2026-04-02,project-17,gke,us-east1,dev,data,reliability,41.5,14.176,0.437,233.136,96.896,1
gcp-cost-021-00633,2026-04-03,project-11,pubsub,europe-west1,prod,mlops,latency,64.571,9.585,0.577,170.518,90.027,1
gcp-cost-021-00634,2026-04-04,project-03,gke,us-east1,prod,backend,security,117.514,15.696,0.789,94.587,100,1
gcp-cost-021-00635,2026-04-05,project-23,bigquery,asia-south1,sandbox,data,cost,51.81,14.636,0.721,153.151,99.854,1
gcp-cost-021-00636,2026-04-06,project-22,cloud-sql,us-east1,prod,security,latency,61.22,14.418,0.601,108.901,91.985,1
gcp-cost-021-00637,2026-04-07,project-24,cloud-run,us-central1,sandbox,finops,reliability,43.559,4.021,0.362,104.375,52.519,0
gcp-cost-021-00638,2026-04-08,project-02,vertex-ai,asia-south1,dev,finops,quality,42.372,27.536,0.748,126.443,100,1
gcp-cost-021-00639,2026-04-09,project-10,pubsub,europe-west1,prod,security,reliability,60.198,7.759,0.756,157.186,88.557,1
gcp-cost-021-00640,2026-04-10,project-19,cloud-sql,asia-south1,sandbox,security,latency,35.132,5.937,0.304,116.595,53.793,0
gcp-cost-021-00641,2026-04-11,project-05,cloud-run,asia-south1,dev,data,security,66.941,14.319,0.593,81.692,89.509,1
gcp-cost-021-00642,2026-04-12,project-02,bigquery,us-east1,prod,mlops,latency,75.737,15.519,0.427,188.775,100,1
gcp-cost-021-00643,2026-04-13,project-24,pubsub,us-central1,prod,data,security,59.915,11.147,0.675,121.878,88.379,1
gcp-cost-021-00644,2026-04-14,project-08,bigquery,us-east1,staging,mlops,cost,55.942,13.415,0.762,95.401,91.464,1
gcp-cost-021-00645,2026-04-15,project-21,compute,us-east1,prod,security,cost,48.265,4.087,0.421,53.707,48.996,0
gcp-cost-021-00646,2026-04-16,project-08,compute,us-east1,prod,security,reliability,71.271,6.053,0.554,159.29,81.688,1
gcp-cost-021-00647,2026-04-17,project-01,pubsub,asia-south1,dev,finops,latency,46.609,5.996,0.287,34.409,45.367,0
gcp-cost-021-00648,2026-04-18,project-10,compute,us-east1,dev,security,quality,53.084,8.012,0.728,35.197,67.887,1
gcp-cost-021-00649,2026-04-19,project-17,vertex-ai,asia-south1,staging,security,cost,42.901,5.947,0.49,109.061,61.946,1
gcp-cost-021-00650,2026-04-20,project-10,cloud-run,global,sandbox,backend,latency,53.837,6.449,0.554,73.014,63.928,1
gcp-cost-021-00651,2026-04-21,project-22,cloud-sql,us-central1,dev,data,security,53.487,10.381,0.493,124.82,78.401,1
