record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,budget_breach
finops-budget-079-00442,2026-03-23,project-05,gke,us-east1,dev,finops,latency,45.375,9.172,0.718,118.187,79.648,1
finops-budget-079-00443,2026-03-24,project-20,cloud-sql,global,prod,mlops,quality,61.909,4.941,0.52,105.303,66.754,1
finops-budget-079-00444,2026-03-25,project-18,bigquery,global,prod,finops,cost,76.66,8.531,0.368,170.461,84.476,1
finops-budget-079-00445,2026-03-26,project-14,pubsub,us-central1,sandbox,finops,latency,22.504,2.732,0.176,45.488,27.045,0
finops-budget-079-00446,2026-03-27,project-06,bigquery,asia-south1,prod,data,reliability,65.057,7.54,0.278,112.058,66.435,1
finops-budget-079-00447,2026-03-28,project-08,bigquery,asia-south1,dev,data,quality,59.987,8.07,0.526,158.655,81.373,1
finops-budget-079-00448,2026-03-29,project-06,compute,europe-west1,dev,security,cost,0.0,16.161,0.434,141.651,73.556,0
finops-budget-079-00449,2026-03-30,project-06,bigquery,us-east1,staging,security,security,57.213,16.78,0.42,45.116,80.457,1
finops-budget-079-00450,2026-03-31,project-12,cloud-sql,us-east1,sandbox,backend,cost,26.646,11.072,0.609,106.285,71.976,1
finops-budget-079-00451,2026-04-01,project-10,compute,asia-south1,dev,data,quality,43.154,13.452,0.526,125.283,83.172,1
finops-budget-079-00452,2026-04-02,project-10,cloud-sql,europe-west1,prod,mlops,reliability,55.873,3.809,0.656,26.558,55.276,0
finops-budget-079-00453,2026-04-03,project-08,cloud-sql,us-central1,dev,mlops,reliability,48.396,5.994,0.818,46.686,66.363,1
finops-budget-079-00454,2026-04-04,project-04,cloud-run,global,staging,finops,quality,43.23,8.227,0.697,134.135,78.283,1
finops-budget-079-00455,2026-04-05,project-24,cloud-run,asia-south1,prod,backend,reliability,77.165,22.073,0.257,160.904,100,1
finops-budget-079-00456,2026-04-06,project-11,compute,europe-west1,staging,backend,cost,43.391,9.017,0.704,112.35,77.251,1
finops-budget-079-00457,2026-04-07,project-21,compute,us-central1,prod,finops,latency,62.737,8.619,0.724,142.065,88.127,1
finops-budget-079-00458,2026-04-08,project-21,cloud-run,asia-south1,staging,backend,latency,41.484,5.427,0.374,145.798,61.535,1
finops-budget-079-00459,2026-04-09,project-23,cloud-sql,us-central1,prod,security,security,71.888,3.673,0.732,67.518,69.198,0
finops-budget-079-00460,2026-04-10,project-07,bigquery,us-central1,prod,finops,latency,80.931,8.147,0.508,95.716,79.074,1
finops-budget-079-00461,2026-04-11,project-16,pubsub,asia-south1,prod,backend,latency,81.426,15.393,0.531,72.641,93.595,1
finops-budget-079-00462,2026-04-12,project-16,cloud-sql,asia-south1,dev,mlops,latency,51.583,12.379,0.646,163.921,93.454,1
finops-budget-079-00463,2026-04-13,project-07,bigquery,global,prod,security,security,71.881,12.984,0.512,163.934,97.281,1
finops-budget-079-00464,2026-04-14,project-08,vertex-ai,global,dev,mlops,latency,65.857,12.245,0.475,135.575,88.018,1
finops-budget-079-00465,2026-04-15,project-17,pubsub,europe-west1,prod,finops,quality,68.848,6.454,0.742,131.045,84.237,1
finops-budget-079-00466,2026-04-16,project-20,cloud-sql,europe-west1,prod,platform,quality,52.822,9.6,0.663,24.439,67.657,1
finops-budget-079-00467,2026-04-17,project-22,vertex-ai,global,prod,security,cost,61.424,4.166,0.646,134.135,73.39,1
finops-budget-079-00468,2026-04-18,project-10,compute,asia-south1,dev,finops,quality,40.809,4.73,0.818,119.452,71.37,1
finops-budget-079-00469,2026-04-19,project-11,bigquery,us-central1,prod,backend,quality,53.079,5.398,0.414,80.069,57.34,0
finops-budget-079-00470,2026-04-20,project-12,pubsub,us-central1,prod,platform,cost,82.236,7.553,0.529,173.733,90.257,1
finops-budget-079-00471,2026-04-21,project-08,bigquery,europe-west1,dev,finops,reliability,58.108,11.134,0.288,56.742,64.672,0
finops-budget-079-00472,2026-04-22,project-24,cloud-sql,us-central1,prod,security,latency,20.508,11.482,0.371,87.48,59.712,0
finops-budget-079-00473,2026-04-23,project-09,bigquery,global,prod,data,quality,72.852,5.326,0.515,147.793,77.504,1
finops-budget-079-00474,2026-04-24,project-21,compute,europe-west1,prod,mlops,latency,71.768,7.889,0.813,118.362,89.243,1
finops-budget-079-00475,2026-04-25,project-14,bigquery,us-central1,sandbox,mlops,quality,19.79,9.749,0.471,110.269,62.24,1
finops-budget-079-00476,2026-04-26,project-11,vertex-ai,us-east1,prod,security,cost,68.181,9.323,0.6,179.584,92.806,1
finops-budget-079-00477,2026-04-27,project-15,gke,europe-west1,prod,platform,cost,29.008,4.965,0.876,195.38,80.891,1
finops-budget-079-00478,2026-04-28,project-09,cloud-sql,asia-south1,dev,finops,reliability,46.923,7.413,0.535,83.984,64.693,0
finops-budget-079-00479,2026-04-29,project-19,compute,asia-south1,dev,platform,quality,49.819,13.684,0.708,0.0,74.146,1
finops-budget-079-00480,2026-04-30,project-17,pubsub,europe-west1,prod,data,reliability,81.652,4.631,0.34,145.078,72.441,1
finops-budget-079-00481,2026-05-01,project-05,compute,us-east1,prod,backend,quality,65.448,5.522,0.603,174.47,82.34,1
finops-budget-079-00482,2026-05-02,project-05,gke,europe-west1,prod,backend,latency,60.906,9.77,0.46,180.008,86.465,1
finops-budget-079-00483,2026-05-03,project-18,vertex-ai,global,dev,backend,security,57.631,6.199,0.597,137.618,75.599,1
finops-budget-079-00484,2026-05-04,project-12,cloud-sql,europe-west1,dev,backend,security,43.15,8.772,0.454,135.939,71.285,1
finops-budget-079-00485,2026-05-05,project-19,gke,global,prod,security,reliability,34.271,5.972,0.362,91.626,51.962,0
finops-budget-079-00486,2026-05-06,project-16,gke,global,dev,mlops,reliability,38.266,9.142,0.63,125.286,75.045,1
finops-budget-079-00487,2026-05-07,project-24,cloud-run,asia-south1,dev,finops,security,27.765,7.154,0.491,193.878,71.869,0
finops-budget-079-00488,2026-05-08,project-18,vertex-ai,europe-west1,prod,finops,security,40.795,32.768,0.554,174.758,100,1
finops-budget-079-00489,2026-05-09,project-18,cloud-run,europe-west1,prod,data,reliability,58.876,5.308,0.702,127.112,76.099,1
finops-budget-079-00490,2026-05-10,project-01,pubsub,asia-south1,dev,platform,cost,78.005,11.227,0.697,73.773,88.652,1
finops-budget-079-00491,2026-05-11,project-21,gke,asia-south1,prod,security,quality,68.678,26.504,0.571,157.579,100,1
finops-budget-079-00492,2026-05-12,project-24,cloud-sql,us-central1,prod,backend,latency,55.067,7.054,0.593,140.685,77.004,1
finops-budget-079-00493,2026-05-13,project-19,pubsub,asia-south1,staging,finops,security,43.399,10.033,0.85,74.709,79.245,1
finops-budget-079-00494,2026-05-14,project-22,bigquery,us-central1,prod,data,cost,89.239,11.074,0.502,35.828,79.868,1
finops-budget-079-00495,2026-05-15,project-11,pubsub,global,dev,data,cost,31.74,6.525,0.779,60.889,62.479,0
finops-budget-079-00496,2026-05-16,project-08,cloud-sql,global,sandbox,platform,quality,40.201,7.932,0.522,78.405,62.282,1
finops-budget-079-00497,2026-05-17,project-18,cloud-sql,asia-south1,dev,platform,quality,43.796,23.348,0.394,18.176,86.248,1
finops-budget-079-00498,2026-05-18,project-05,compute,asia-south1,prod,data,reliability,68.593,9.482,0.466,110.873,78.611,1
finops-budget-079-00499,2026-05-19,project-15,cloud-sql,europe-west1,dev,security,security,68.628,4.661,0.851,0.0,64.68,0
finops-budget-079-00500,2026-05-20,project-09,pubsub,us-central1,staging,finops,cost,19.258,7.861,0.819,84.114,66.014,1
finops-budget-079-00501,2026-05-21,project-21,cloud-run,global,sandbox,platform,security,43.805,7.273,0.796,179.924,86.401,1
finops-budget-079-00502,2026-05-22,project-11,bigquery,asia-south1,prod,backend,cost,45.764,10.799,0.734,161.042,90.39,1
finops-budget-079-00503,2026-05-23,project-02,cloud-run,global,prod,platform,latency,88.164,3.801,0.567,164.818,83.607,1
finops-budget-079-00504,2026-05-24,project-17,pubsub,us-central1,staging,mlops,cost,10.872,9.208,0.549,145.139,65.672,1
finops-budget-079-00505,2026-05-25,project-16,pubsub,global,dev,mlops,latency,54.048,5.495,0.549,63.387,60.197,1
finops-budget-079-00506,2026-05-26,project-05,gke,asia-south1,staging,backend,security,61.57,7.53,0.869,43.109,75.821,1
finops-budget-079-00507,2026-05-27,project-15,cloud-sql,us-central1,staging,platform,cost,40.503,10.992,0.467,23.683,59.623,0
finops-budget-079-00508,2026-05-28,project-20,compute,asia-south1,dev,data,latency,48.817,4.463,0.824,308.904,100,1
finops-budget-079-00509,2026-05-29,project-13,compute,us-east1,sandbox,finops,quality,70.062,13.883,0.576,112.642,93.502,1
finops-budget-079-00510,2026-05-30,project-22,cloud-sql,global,prod,data,quality,90.117,10.914,0.809,88.646,98.249,1
finops-budget-079-00511,2026-05-31,project-19,pubsub,us-east1,dev,platform,quality,46.289,7.511,0.852,56.891,71.843,1
finops-budget-079-00512,2026-06-01,project-18,gke,asia-south1,prod,data,cost,72.09,10.534,0.662,117.712,90.147,1
finops-budget-079-00513,2026-06-02,project-07,cloud-run,global,prod,platform,quality,63.727,4.495,0.439,106.488,63.687,0
finops-budget-079-00514,2026-06-03,project-14,bigquery,global,prod,platform,cost,35.148,11.513,0.497,117.286,73.665,1
finops-budget-079-00515,2026-06-04,project-12,compute,asia-south1,sandbox,data,cost,51.082,15.372,0.63,135.277,95.525,1
finops-budget-079-00516,2026-06-05,project-17,cloud-run,us-central1,dev,data,reliability,43.496,9.712,0.364,126.981,69.143,1
finops-budget-079-00517,2026-06-06,project-24,bigquery,global,dev,data,latency,47.176,11.478,0.367,225.001,88.951,1
finops-budget-079-00518,2026-06-07,project-24,gke,us-east1,prod,mlops,reliability,70.069,7.103,0.661,107.563,79.919,1
finops-budget-079-00519,2026-06-08,project-07,cloud-sql,europe-west1,sandbox,security,latency,29.129,13.812,0.696,47.527,73.714,1
finops-budget-079-00520,2026-06-09,project-11,vertex-ai,global,dev,finops,reliability,42.354,7.462,0.442,179.955,73.949,1
finops-budget-079-00521,2026-06-10,project-15,compute,us-central1,sandbox,mlops,quality,44.489,11.532,0.255,74.861,62.321,0
finops-budget-079-00522,2026-06-11,project-16,pubsub,us-central1,dev,platform,latency,7.23,8.885,0.482,133.267,59.567,1
finops-budget-079-00523,2026-06-12,project-07,vertex-ai,asia-south1,staging,platform,reliability,20.753,8.716,0.589,83.235,60.354,0
finops-budget-079-00524,2026-06-13,project-05,gke,asia-south1,staging,data,security,76.473,10.675,0.612,115.758,89.975,1
finops-budget-079-00525,2026-06-14,project-24,compute,global,prod,security,latency,77.323,11.747,0.169,126.42,78.824,1
finops-budget-079-00526,2026-06-15,project-08,bigquery,asia-south1,staging,backend,quality,47.01,10.114,0.383,32.943,58.262,0
finops-budget-079-00527,2026-06-16,project-20,compute,us-central1,dev,backend,cost,50.912,5.088,0.491,135.55,66.644,1
finops-budget-079-00528,2026-06-17,project-07,bigquery,global,sandbox,platform,reliability,57.262,17.088,0.703,145.359,100,1
finops-budget-079-00529,2026-06-18,project-04,gke,europe-west1,prod,mlops,cost,60.897,5.891,0.926,130.444,86.493,1
finops-budget-079-00530,2026-06-19,project-07,cloud-run,us-central1,dev,platform,security,37.925,12.646,0.667,107.115,81.747,1
finops-budget-079-00531,2026-06-20,project-03,compute,europe-west1,prod,security,security,62.518,7.003,0.724,99.336,78.048,1
finops-budget-079-00532,2026-06-21,project-10,gke,global,sandbox,platform,reliability,42.855,13.083,0.497,102.477,77.866,1
finops-budget-079-00533,2026-06-22,project-14,compute,global,sandbox,mlops,latency,58.503,12.125,0.293,160.149,82.378,1
finops-budget-079-00534,2026-06-23,project-24,cloud-sql,us-central1,prod,finops,security,81.333,8.749,0.47,155.909,88.068,1
finops-budget-079-00535,2026-06-24,project-15,cloud-run,global,prod,security,security,54.718,10.424,0.279,156.54,76.068,1
finops-budget-079-00536,2026-06-25,project-07,vertex-ai,us-central1,dev,mlops,quality,77.516,10.687,0.546,145.465,92.391,1
finops-budget-079-00537,2026-06-26,project-20,cloud-sql,global,prod,security,security,80.962,12.509,0.513,86.43,88.084,1
finops-budget-079-00538,2026-06-27,project-11,gke,us-central1,prod,backend,quality,83.502,5.354,0.451,70.556,67.793,1
finops-budget-079-00539,2026-06-28,project-04,bigquery,us-central1,prod,backend,reliability,61.203,6.189,0.508,38.812,59.302,1
finops-budget-079-00540,2026-06-29,project-08,pubsub,asia-south1,dev,data,reliability,58.912,14.093,0.791,84.299,93.481,1
finops-budget-079-00541,2026-01-01,project-04,pubsub,us-central1,staging,finops,quality,31.353,22.925,0.29,105.368,89.981,1
finops-budget-079-00542,2026-01-02,project-17,compute,europe-west1,staging,data,reliability,44.28,8.884,0.269,68.456,55.626,0
finops-budget-079-00543,2026-01-03,project-03,vertex-ai,global,prod,security,cost,55.057,18.776,0.462,87.405,91.997,1
finops-budget-079-00544,2026-01-04,project-13,pubsub,asia-south1,staging,finops,cost,66.938,7.129,0.487,201.265,86.459,1
finops-budget-079-00545,2026-01-05,project-03,bigquery,asia-south1,dev,backend,reliability,77.666,9.206,0.434,140.017,84.273,1
finops-budget-079-00546,2026-01-06,project-17,vertex-ai,europe-west1,prod,security,latency,41.67,7.177,0.733,77.446,68.28,0
finops-budget-079-00547,2026-01-07,project-22,vertex-ai,asia-south1,sandbox,platform,latency,36.808,5.931,0.544,46.972,52.612,0
finops-budget-079-00548,2026-01-08,project-02,cloud-sql,asia-south1,prod,data,security,88.833,6.839,0.746,22.072,76.378,1
finops-budget-079-00549,2026-01-09,project-21,compute,asia-south1,dev,security,reliability,95.688,8.037,0.557,152.632,93.998,1
finops-budget-079-00550,2026-01-10,project-11,pubsub,global,dev,backend,security,58.99,7.971,0.426,74.289,64.989,0
finops-budget-079-00551,2026-01-11,project-01,cloud-sql,us-central1,prod,mlops,cost,36.396,7.573,0.175,159.068,59.731,0
finops-budget-079-00552,2026-01-12,project-01,compute,asia-south1,staging,mlops,security,30.073,6.161,0.648,37.792,53.093,0
finops-budget-079-00553,2026-01-13,project-22,pubsub,asia-south1,sandbox,finops,cost,46.268,13.964,0.639,94.576,84.934,1
finops-budget-079-00554,2026-01-14,project-05,cloud-sql,europe-west1,dev,data,quality,38.491,15.054,0.465,177.589,90.771,1
finops-budget-079-00555,2026-01-15,project-19,cloud-run,europe-west1,dev,data,security,43.198,14.446,0.989,56.4,91.667,1
finops-budget-079-00556,2026-01-16,project-01,cloud-run,us-east1,prod,mlops,quality,41.883,6.964,0.211,154.123,60.77,1
finops-budget-079-00557,2026-01-17,project-08,cloud-run,global,prod,data,cost,39.94,8.935,0.472,133.056,70.751,1
finops-budget-079-00558,2026-01-18,project-15,gke,us-east1,sandbox,security,latency,29.99,15.896,0.549,150.666,88.774,1
finops-budget-079-00559,2026-01-19,project-13,gke,asia-south1,dev,security,security,39.93,10.293,0.502,102.049,70.445,1
finops-budget-079-00560,2026-01-20,project-06,bigquery,us-central1,staging,backend,cost,71.412,12.435,0.548,136.936,93.159,1
finops-budget-079-00561,2026-01-21,project-19,pubsub,europe-west1,prod,backend,latency,53.86,10.736,0.613,156.444,88.171,1
finops-budget-079-00562,2026-01-22,project-17,bigquery,us-central1,prod,finops,cost,102.73,7.861,0.535,205.036,100,1
finops-budget-079-00563,2026-01-23,project-14,compute,global,sandbox,data,cost,74.356,6.915,0.556,135.534,81.385,1
finops-budget-079-00564,2026-01-24,project-14,bigquery,asia-south1,prod,data,latency,93.108,8.902,0.592,131.225,93.216,1
finops-budget-079-00565,2026-01-25,project-14,pubsub,asia-south1,staging,data,quality,51.235,11.124,0.85,143.099,94.507,1
finops-budget-079-00566,2026-01-26,project-06,bigquery,global,sandbox,platform,cost,39.588,9.389,0.377,131.919,68.197,1
finops-budget-079-00567,2026-01-27,project-04,cloud-run,us-central1,dev,finops,quality,59.725,13.149,0.543,83.282,82.735,1
finops-budget-079-00568,2026-01-28,project-04,pubsub,us-east1,sandbox,security,quality,39.49,6.958,0.502,179.608,73.82,0
finops-budget-079-00569,2026-01-29,project-16,vertex-ai,asia-south1,dev,platform,latency,39.871,8.568,0.701,111.094,74.683,1
finops-budget-079-00570,2026-01-30,project-24,vertex-ai,us-central1,prod,security,cost,66.926,8.041,0.725,246.367,100,1
finops-budget-079-00571,2026-01-31,project-17,pubsub,global,dev,finops,latency,50.847,10.283,0.128,133.239,65.701,0
finops-budget-079-00572,2026-02-01,project-20,gke,europe-west1,sandbox,finops,cost,44.373,4.99,0.437,132.66,61.815,1
finops-budget-079-00573,2026-02-02,project-04,pubsub,europe-west1,prod,backend,cost,87.862,11.25,0.303,220.022,99.693,1
finops-budget-079-00574,2026-02-03,project-22,bigquery,global,staging,platform,latency,10.635,4.844,0.584,46.547,42.253,0
finops-budget-079-00575,2026-02-04,project-22,cloud-sql,asia-south1,prod,platform,security,76.491,12.606,0.413,37.134,76.056,1
finops-budget-079-00576,2026-02-05,project-17,vertex-ai,us-central1,dev,mlops,latency,59.284,6.144,0.251,105.566,59.265,0
finops-budget-079-00577,2026-02-06,project-14,bigquery,europe-west1,dev,platform,quality,44.309,12.971,0.825,148.606,96.321,1
finops-budget-079-00578,2026-02-07,project-23,pubsub,asia-south1,staging,data,quality,57.282,9.422,0.281,167.565,76.305,0
finops-budget-079-00579,2026-02-08,project-21,bigquery,us-east1,dev,backend,latency,17.135,8.452,0.691,187.068,77.184,1
finops-budget-079-00580,2026-02-09,project-13,cloud-sql,europe-west1,staging,finops,quality,38.727,4.628,0.525,69.401,52.849,0
finops-budget-079-00581,2026-02-10,project-16,cloud-run,us-central1,staging,backend,reliability,21.65,6.33,0.776,121.366,67.207,0
finops-budget-079-00582,2026-02-11,project-08,pubsub,global,staging,security,cost,52.252,5.51,0.461,115.123,64.069,1
finops-budget-079-00583,2026-02-12,project-01,vertex-ai,us-central1,dev,finops,cost,42.413,6.901,0.708,121.984,73.516,1
finops-budget-079-00584,2026-02-13,project-07,cloud-sql,europe-west1,dev,platform,security,35.08,15.977,0.335,69.894,71.476,1
finops-budget-079-00585,2026-02-14,project-08,bigquery,asia-south1,prod,data,reliability,43.031,3.994,0.71,139.72,69.606,1
finops-budget-079-00586,2026-02-15,project-07,bigquery,asia-south1,dev,mlops,quality,57.368,9.285,0.89,197.502,100,1
finops-budget-079-00587,2026-02-16,project-04,vertex-ai,global,staging,data,latency,50.026,3.861,0.297,153.491,59.297,0
finops-budget-079-00588,2026-02-17,project-15,vertex-ai,us-east1,sandbox,data,latency,11.815,12.574,0.658,157.678,79.499,1
finops-budget-079-00589,2026-02-18,project-14,compute,global,prod,finops,latency,52.166,8.726,0.608,50.114,67.207,0
finops-budget-079-00590,2026-02-19,project-24,bigquery,global,prod,data,latency,82.001,4.314,0.377,182.162,78.527,1
finops-budget-079-00591,2026-02-20,project-07,vertex-ai,asia-south1,prod,security,security,81.971,8.336,0.877,100.907,93.551,1
finops-budget-079-00592,2026-02-21,project-02,bigquery,europe-west1,staging,security,latency,65.758,13.124,0.797,193.243,100,1
finops-budget-079-00593,2026-02-22,project-17,bigquery,asia-south1,prod,mlops,cost,70.376,7.481,0.463,86.298,70.877,1
finops-budget-079-00594,2026-02-23,project-22,bigquery,europe-west1,staging,backend,quality,30.626,14.484,0.463,182.884,87.391,1
finops-budget-079-00595,2026-02-24,project-03,compute,global,prod,platform,cost,86.291,5.486,0.592,234.884,97.976,1
finops-budget-079-00596,2026-02-25,project-11,compute,europe-west1,prod,platform,security,42.961,3.84,0.479,112.751,57.204,0
finops-budget-079-00597,2026-02-26,project-13,cloud-run,us-east1,dev,security,security,16.166,7.889,0.444,82.828,51.685,0
finops-budget-079-00598,2026-02-27,project-04,gke,us-east1,staging,security,cost,4.611,12.001,0.503,257.003,84.701,1
finops-budget-079-00599,2026-02-28,project-18,pubsub,us-central1,prod,mlops,cost,53.483,15.583,0.755,118.066,98.722,1
finops-budget-079-00600,2026-03-01,project-07,vertex-ai,global,sandbox,finops,security,54.283,13.099,0.89,55.23,88.768,1
finops-budget-079-00601,2026-03-02,project-22,cloud-sql,global,sandbox,mlops,security,38.3,6.797,0.254,188.762,65.682,0
finops-budget-079-00602,2026-03-03,project-03,cloud-run,us-central1,dev,platform,latency,57.845,14.768,0.923,47.871,93.991,1
finops-budget-079-00603,2026-03-04,project-10,compute,europe-west1,sandbox,security,quality,68.801,15.02,0.81,182.997,100,1
finops-budget-079-00604,2026-03-05,project-12,bigquery,us-central1,staging,security,security,33.807,12.634,0.585,127.219,80.34,1
finops-budget-079-00605,2026-03-06,project-12,bigquery,europe-west1,dev,mlops,cost,52.414,16.245,0.379,144.04,90.521,1
finops-budget-079-00606,2026-03-07,project-01,bigquery,us-central1,staging,backend,latency,31.193,5.318,0.848,199.325,82.074,1
finops-budget-079-00607,2026-03-08,project-04,compute,us-east1,prod,mlops,latency,96.62,4.297,0.36,132.133,75.713,1
finops-budget-079-00608,2026-03-09,project-15,vertex-ai,us-east1,dev,finops,latency,69.041,7.034,0.881,100.396,86.053,1
finops-budget-079-00609,2026-03-10,project-19,gke,us-central1,staging,mlops,cost,46.204,5.773,0.548,162.118,72.464,1
finops-budget-079-00610,2026-03-11,project-03,gke,us-central1,dev,backend,security,49.442,13.931,0.615,177.44,97.212,1
finops-budget-079-00611,2026-03-12,project-09,compute,global,prod,data,security,49.847,3.319,0.482,112.653,58.489,0
finops-budget-079-00612,2026-03-13,project-07,cloud-run,us-east1,prod,finops,security,71.131,19.269,0.465,73.163,96.801,1
finops-budget-079-00613,2026-03-14,project-16,bigquery,us-central1,staging,finops,security,23.31,11.584,0.517,194.142,81.595,1
finops-budget-079-00614,2026-03-15,project-23,gke,us-east1,prod,finops,security,49.79,4.242,0.056,142.408,50.052,0
finops-budget-079-00615,2026-03-16,project-20,vertex-ai,us-east1,prod,data,reliability,84.719,7.735,0.699,168.736,96.772,1
finops-budget-079-00616,2026-03-17,project-09,cloud-run,asia-south1,prod,data,cost,67.06,14.518,0.438,144.904,93.808,1
finops-budget-079-00617,2026-03-18,project-09,vertex-ai,us-central1,dev,backend,reliability,49.432,5.046,0.819,5.591,58.556,0
finops-budget-079-00618,2026-03-19,project-12,vertex-ai,europe-west1,prod,backend,security,74.351,9.046,0.593,166.796,92.21,1
finops-budget-079-00619,2026-03-20,project-22,gke,us-central1,dev,finops,reliability,16.291,5.046,0.665,97.122,54.914,0
finops-budget-079-00620,2026-03-21,project-12,cloud-run,asia-south1,prod,finops,latency,61.888,5.501,0.588,104.017,70.246,0
finops-budget-079-00621,2026-03-22,project-14,cloud-sql,global,prod,mlops,cost,93.685,6.562,0.953,87.684,94.243,1
finops-budget-079-00622,2026-03-23,project-22,cloud-sql,us-central1,sandbox,backend,reliability,78.467,8.056,0.439,80.489,73.364,0
finops-budget-079-00623,2026-03-24,project-16,compute,global,dev,backend,quality,67.882,18.615,0.509,89.345,98.038,1
finops-budget-079-00624,2026-03-25,project-03,vertex-ai,europe-west1,staging,mlops,latency,70.169,11.62,0.504,75.685,80.35,1
finops-budget-079-00625,2026-03-26,project-04,vertex-ai,europe-west1,dev,mlops,security,57.584,11.358,0.924,111.446,95.249,1
finops-budget-079-00626,2026-03-27,project-11,cloud-run,global,sandbox,platform,reliability,77.539,4.215,0.501,129.549,73.401,1
finops-budget-079-00627,2026-03-28,project-02,cloud-run,asia-south1,prod,security,quality,45.236,7.963,0.608,39.304,61.425,0
finops-budget-079-00628,2026-03-29,project-22,bigquery,europe-west1,dev,finops,cost,25.336,18.686,0.549,40.581,77.601,1
finops-budget-079-00629,2026-03-30,project-21,bigquery,global,staging,platform,latency,28.042,13.545,0.586,152.279,84.137,1
finops-budget-079-00630,2026-03-31,project-10,gke,asia-south1,staging,mlops,quality,57.7,14.093,0.554,127.834,91.111,1
finops-budget-079-00631,2026-04-01,project-16,vertex-ai,europe-west1,prod,security,reliability,93.922,5.868,0.479,80.711,75.1,1
finops-budget-079-00632,2026-04-02,project-21,gke,europe-west1,prod,mlops,quality,49.384,16.61,0.612,39.155,83.171,1
finops-budget-079-00633,2026-04-03,project-02,bigquery,us-east1,sandbox,finops,security,73.405,12.533,0.463,106.881,86.727,1
finops-budget-079-00634,2026-04-04,project-16,cloud-sql,us-central1,dev,mlops,latency,36.732,7.865,0.579,152.781,73.753,1
finops-budget-079-00635,2026-04-05,project-09,pubsub,global,prod,platform,security,55.959,6.797,0.503,237.341,87.663,1
finops-budget-079-00636,2026-04-06,project-20,pubsub,global,staging,security,reliability,44.798,7.081,0.545,129.461,70.156,0
finops-budget-079-00637,2026-04-07,project-03,cloud-sql,global,dev,finops,latency,53.91,15.654,0.363,74.597,78.978,1
finops-budget-079-00638,2026-04-08,project-19,cloud-sql,asia-south1,staging,backend,reliability,61.558,12.854,0.796,44.008,85.816,1
finops-budget-079-00639,2026-04-09,project-12,compute,europe-west1,prod,platform,reliability,73.665,5.943,0.564,54.958,67.404,1
finops-budget-079-00640,2026-04-10,project-07,gke,us-east1,staging,platform,security,41.57,10.602,0.0,213.682,70.449,0
finops-budget-079-00641,2026-04-11,project-09,gke,us-central1,dev,platform,security,57.064,11.256,0.721,180.36,97.774,1
finops-budget-079-00642,2026-04-12,project-02,cloud-run,global,sandbox,platform,cost,15.595,6.884,0.59,81.678,54.082,0
finops-budget-079-00643,2026-04-13,project-19,gke,us-east1,sandbox,mlops,security,64.138,4.815,0.262,107.548,58.537,0
finops-budget-079-00644,2026-04-14,project-21,cloud-run,us-central1,staging,finops,latency,39.755,8.538,0.551,113.744,69.709,0
finops-budget-079-00645,2026-04-15,project-20,vertex-ai,asia-south1,dev,security,reliability,35.781,18.377,0.566,7.148,76.255,1
finops-budget-079-00646,2026-04-16,project-16,vertex-ai,us-central1,prod,backend,quality,96.656,4.627,0.58,174.825,90.421,1
finops-budget-079-00647,2026-04-17,project-21,cloud-sql,global,sandbox,mlops,latency,52.89,7.796,0.583,197.906,85.968,1
finops-budget-079-00648,2026-04-18,project-15,bigquery,us-east1,prod,finops,cost,47.528,14.65,0.154,164.803,80.242,1
finops-budget-079-00649,2026-04-19,project-04,vertex-ai,global,prod,platform,security,51.005,4.538,0.658,118.472,68.748,0
finops-budget-079-00650,2026-04-20,project-12,vertex-ai,global,prod,mlops,cost,68.322,17.206,0.705,157.819,100,1
finops-budget-079-00651,2026-04-21,project-10,cloud-run,europe-west1,staging,backend,cost,45.411,9.978,0.489,78.165,67.69,1
finops-budget-079-00652,2026-04-22,project-14,compute,us-central1,sandbox,security,cost,37.964,16.573,0.849,156.314,100,1
finops-budget-079-00653,2026-04-23,project-17,gke,us-east1,prod,finops,latency,91.568,6.748,0.394,64.442,70.982,1
finops-budget-079-00654,2026-04-24,project-09,bigquery,us-central1,dev,finops,security,42.843,9.646,0.302,213.801,79.252,1
finops-budget-079-00655,2026-04-25,project-12,gke,us-central1,prod,data,cost,24.051,18.206,0.507,110.327,84.733,1
finops-budget-079-00656,2026-04-26,project-05,pubsub,global,prod,security,latency,84.649,11.213,0.716,56.206,89.048,1
finops-budget-079-00657,2026-04-27,project-03,gke,us-central1,prod,platform,latency,59.773,2.512,0.945,229.193,93.281,1
finops-budget-079-00658,2026-04-28,project-22,bigquery,us-central1,dev,security,latency,20.479,15.164,0.603,225.289,96.51,1
finops-budget-079-00659,2026-04-29,project-11,bigquery,europe-west1,prod,finops,quality,103.258,6.502,0.272,118.041,78.046,1
finops-budget-079-00660,2026-04-30,project-06,cloud-sql,us-east1,prod,security,security,42.118,10.404,0.706,137.991,83.851,1
finops-budget-079-00661,2026-05-01,project-13,pubsub,europe-west1,prod,data,cost,70.337,16.771,0.685,91.29,100,1
finops-budget-079-00662,2026-05-02,project-18,gke,global,staging,platform,latency,65.668,10.52,0.341,6.906,60.473,1
finops-budget-079-00663,2026-05-03,project-04,gke,asia-south1,prod,security,cost,54.13,24.979,0.344,172.748,100,1
