record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,budget_breach
finops-budget-089-00443,2026-03-24,project-11,pubsub,europe-west1,dev,mlops,reliability,50.584,17.023,0.557,143.425,97.836,1
finops-budget-089-00444,2026-03-25,project-10,cloud-run,global,prod,platform,cost,26.286,5.095,0.684,0.0,45.028,0
finops-budget-089-00445,2026-03-26,project-17,vertex-ai,asia-south1,prod,backend,security,26.206,5.655,0.616,181.657,70.419,1
finops-budget-089-00446,2026-03-27,project-08,pubsub,europe-west1,prod,data,latency,51.696,15.223,0.505,190.592,99.084,1
finops-budget-089-00447,2026-03-28,project-13,pubsub,us-east1,prod,platform,reliability,47.603,6.421,0.457,189.345,75.251,1
finops-budget-089-00448,2026-03-29,project-20,compute,europe-west1,sandbox,security,quality,43.523,7.528,0.549,158.024,75.059,1
finops-budget-089-00449,2026-03-30,project-19,gke,europe-west1,staging,data,cost,17.737,13.325,0.583,93.745,71.376,1
finops-budget-089-00450,2026-03-31,project-06,bigquery,asia-south1,prod,mlops,quality,76.72,3.977,0.303,142.868,67.572,1
finops-budget-089-00451,2026-04-01,project-01,cloud-run,global,dev,data,latency,51.949,9.893,0.919,128.217,92.129,1
finops-budget-089-00452,2026-04-02,project-18,compute,europe-west1,sandbox,mlops,latency,65.216,8.651,0.415,95.638,71.483,1
finops-budget-089-00453,2026-04-03,project-23,cloud-run,asia-south1,staging,security,security,32.596,16.057,0.97,51.891,90.392,1
finops-budget-089-00454,2026-04-04,project-20,cloud-sql,asia-south1,dev,backend,security,42.366,5.73,0.674,67.577,61.643,1
finops-budget-089-00455,2026-04-05,project-22,bigquery,europe-west1,staging,backend,cost,65.352,9.2,0.468,48.509,67.794,0
finops-budget-089-00456,2026-04-06,project-12,bigquery,europe-west1,prod,backend,security,70.294,9.009,0.778,170.2,97.675,1
finops-budget-089-00457,2026-04-07,project-13,bigquery,us-east1,prod,backend,cost,73.643,17.98,0.124,107.567,87.755,1
finops-budget-089-00458,2026-04-08,project-18,compute,europe-west1,prod,platform,security,58.634,6.973,0.53,53.885,63.2,0
finops-budget-089-00459,2026-04-09,project-19,pubsub,us-central1,staging,mlops,reliability,59.274,9.755,0.797,42.813,77.646,1
finops-budget-089-00460,2026-04-10,project-02,vertex-ai,global,dev,mlops,quality,65.4,13.123,0.524,186.733,99.082,1
finops-budget-089-00461,2026-04-11,project-09,cloud-sql,global,dev,mlops,quality,29.234,6.356,0.318,57.794,44.621,0
finops-budget-089-00462,2026-04-12,project-02,vertex-ai,asia-south1,dev,mlops,reliability,52.109,7.591,0.793,9.49,65.089,0
finops-budget-089-00463,2026-04-13,project-20,gke,us-east1,prod,mlops,cost,46.59,15.476,0.301,150.126,84.846,1
finops-budget-089-00464,2026-04-14,project-24,gke,global,dev,security,reliability,13.697,22.682,0.308,96.697,82.6,1
finops-budget-089-00465,2026-04-15,project-15,cloud-run,asia-south1,prod,data,quality,78.157,7.623,0.887,89.474,89.235,1
finops-budget-089-00466,2026-04-16,project-05,bigquery,europe-west1,prod,backend,quality,69.792,25.229,0.642,87.568,100,1
finops-budget-089-00467,2026-04-17,project-23,cloud-sql,us-central1,dev,finops,cost,34.063,3.836,0.428,135.112,55.557,0
finops-budget-089-00468,2026-04-18,project-06,vertex-ai,asia-south1,dev,security,latency,57.278,21.463,0.487,184.989,100,1
finops-budget-089-00469,2026-04-19,project-11,gke,europe-west1,staging,backend,reliability,49.207,7.888,0.48,138.608,72.641,1
finops-budget-089-00470,2026-04-20,project-18,pubsub,europe-west1,sandbox,data,latency,37.802,6.534,0.87,106.051,74.392,1
finops-budget-089-00471,2026-04-21,project-23,cloud-sql,global,prod,data,security,57.865,11.046,0.294,86.58,68.943,0
finops-budget-089-00472,2026-04-22,project-21,bigquery,us-central1,sandbox,finops,reliability,47.078,16.915,0.485,92.184,86.364,1
finops-budget-089-00473,2026-04-23,project-23,compute,europe-west1,prod,data,quality,45.504,5.01,0.533,35.675,51.474,0
finops-budget-089-00474,2026-04-24,project-03,pubsub,global,prod,backend,cost,65.617,7.877,0.819,140.98,90.57,1
finops-budget-089-00475,2026-04-25,project-19,pubsub,us-central1,prod,finops,cost,83.836,18.08,0.569,241.21,100,1
finops-budget-089-00476,2026-04-26,project-11,compute,us-central1,dev,platform,security,55.405,16.446,0.596,98.601,93.005,1
finops-budget-089-00477,2026-04-27,project-09,cloud-sql,global,staging,data,cost,44.228,7.394,0.396,256.766,84.038,1
finops-budget-089-00478,2026-04-28,project-23,gke,us-east1,dev,backend,quality,44.695,2.698,0.463,214.003,69.352,0
finops-budget-089-00479,2026-04-29,project-23,compute,us-east1,staging,platform,cost,40.669,14.544,0.588,62.158,77.815,1
finops-budget-089-00480,2026-04-30,project-21,cloud-run,europe-west1,staging,security,quality,60.83,9.159,0.534,133.402,80.806,1
finops-budget-089-00481,2026-05-01,project-10,compute,asia-south1,dev,platform,reliability,7.017,4.532,0.719,180.402,64.504,0
finops-budget-089-00482,2026-05-02,project-24,pubsub,europe-west1,prod,data,cost,39.559,6.616,0.623,50.247,58.416,0
finops-budget-089-00483,2026-05-03,project-13,pubsub,asia-south1,sandbox,security,security,60.371,6.529,0.149,184.799,68.529,0
finops-budget-089-00484,2026-05-04,project-24,pubsub,asia-south1,dev,backend,security,60.876,6.851,0.45,84.735,65.399,0
finops-budget-089-00485,2026-05-05,project-01,pubsub,us-central1,prod,finops,security,106.367,5.741,0.242,129.416,77.967,1
finops-budget-089-00486,2026-05-06,project-14,vertex-ai,global,prod,mlops,quality,44.831,16.052,0.586,158.684,96.797,1
finops-budget-089-00487,2026-05-07,project-24,bigquery,global,prod,mlops,reliability,68.005,6.169,0.497,45.859,62.279,0
finops-budget-089-00488,2026-05-08,project-09,vertex-ai,us-central1,dev,finops,latency,32.446,10.287,0.076,246.332,73.943,0
finops-budget-089-00489,2026-05-09,project-14,vertex-ai,us-central1,prod,finops,security,66.261,7.094,0.359,137.116,72.305,0
finops-budget-089-00490,2026-05-10,project-03,cloud-sql,europe-west1,dev,finops,reliability,48.942,11.808,0.591,92.713,78.887,1
finops-budget-089-00491,2026-05-11,project-01,cloud-run,us-east1,prod,finops,quality,68.04,11.455,0.624,115.773,89.266,1
finops-budget-089-00492,2026-05-12,project-20,compute,us-east1,sandbox,data,quality,50.791,13.75,0.58,170.448,95.017,1
finops-budget-089-00493,2026-05-13,project-13,compute,us-east1,prod,backend,latency,56.243,3.909,0.702,66.88,63.129,1
finops-budget-089-00494,2026-05-14,project-24,vertex-ai,us-east1,prod,finops,cost,63.362,6.39,0.771,91.657,77.438,1
finops-budget-089-00495,2026-05-15,project-15,compute,us-east1,staging,mlops,quality,64.877,21.073,0.9,167.318,100,1
finops-budget-089-00496,2026-05-16,project-11,gke,europe-west1,prod,mlops,quality,54.221,8.455,0.429,86.963,66.403,1
finops-budget-089-00497,2026-05-17,project-10,cloud-run,us-central1,staging,security,security,34.878,7.377,0.756,46.348,62.639,0
finops-budget-089-00498,2026-05-18,project-02,cloud-run,us-central1,staging,platform,latency,52.889,14.646,0.613,208.8,100,1
finops-budget-089-00499,2026-05-19,project-01,pubsub,europe-west1,sandbox,security,security,35.592,3.827,0.805,187.875,76.96,1
finops-budget-089-00500,2026-05-20,project-05,cloud-run,europe-west1,prod,security,reliability,74.378,7.281,0.629,78.808,76.529,0
finops-budget-089-00501,2026-05-21,project-15,gke,asia-south1,staging,finops,cost,40.159,15.515,0.451,194.281,94.375,1
finops-budget-089-00502,2026-05-22,project-17,gke,us-central1,dev,finops,latency,55.323,9.161,0.729,44.95,72.809,1
finops-budget-089-00503,2026-05-23,project-04,compute,europe-west1,dev,backend,latency,67.882,11.506,0.574,136.368,90.583,1
finops-budget-089-00504,2026-05-24,project-24,bigquery,europe-west1,prod,platform,latency,39.083,8.94,0.391,157.19,71.148,1
finops-budget-089-00505,2026-05-25,project-20,vertex-ai,global,prod,platform,reliability,52.427,6.885,0.429,58.422,57.949,0
finops-budget-089-00506,2026-05-26,project-08,compute,europe-west1,prod,platform,quality,98.132,10.134,0.448,28.439,77.82,1
finops-budget-089-00507,2026-05-27,project-22,cloud-run,global,prod,backend,quality,74.062,24.196,0.564,163.752,100,1
finops-budget-089-00508,2026-05-28,project-06,bigquery,us-east1,prod,security,latency,29.51,13.956,0.423,215.152,89.074,1
finops-budget-089-00509,2026-05-29,project-08,pubsub,asia-south1,prod,finops,quality,25.486,5.046,0.59,55.209,49.395,0
finops-budget-089-00510,2026-05-30,project-19,bigquery,us-central1,dev,platform,quality,69.076,8.986,0.64,71.112,77.914,1
finops-budget-089-00511,2026-05-31,project-15,cloud-sql,us-east1,staging,mlops,latency,38.927,5.217,0.293,160.88,59.514,0
finops-budget-089-00512,2026-06-01,project-21,pubsub,europe-west1,prod,finops,quality,81.353,13.389,0.546,96.449,92.89,1
finops-budget-089-00513,2026-06-02,project-17,gke,global,staging,data,quality,41.243,10.352,0.702,114.696,79.886,1
finops-budget-089-00514,2026-06-03,project-03,cloud-sql,asia-south1,prod,security,latency,48.392,6.623,1.044,100.558,83.596,1
finops-budget-089-00515,2026-06-04,project-15,gke,global,sandbox,finops,latency,76.256,8.334,0.514,181.925,90.656,1
finops-budget-089-00516,2026-06-05,project-07,cloud-sql,us-east1,dev,mlops,quality,35.35,22.299,0.263,135.096,93.31,1
finops-budget-089-00517,2026-06-06,project-24,cloud-sql,us-east1,dev,platform,reliability,12.065,10.441,0.333,153.49,62.624,0
finops-budget-089-00518,2026-06-07,project-19,cloud-run,europe-west1,prod,data,quality,36.116,5.606,0.749,146.608,73.317,1
finops-budget-089-00519,2026-06-08,project-03,compute,global,prod,data,latency,27.242,8.359,0.565,171.888,73.881,1
finops-budget-089-00520,2026-06-09,project-13,bigquery,us-central1,prod,data,security,42.548,5.813,0.576,121.441,66.326,1
finops-budget-089-00521,2026-06-10,project-21,bigquery,us-central1,prod,finops,quality,59.991,4.15,0.697,89.155,68.077,0
finops-budget-089-00522,2026-06-11,project-10,pubsub,us-central1,sandbox,finops,cost,75.034,25.705,0.541,162.565,100,1
finops-budget-089-00523,2026-06-12,project-11,vertex-ai,us-east1,prod,data,latency,76.632,5.459,0.827,116.541,85.499,1
finops-budget-089-00524,2026-06-13,project-02,gke,us-east1,dev,security,cost,40.302,5.206,0.174,216.624,63.934,0
finops-budget-089-00525,2026-06-14,project-18,cloud-run,us-central1,prod,data,quality,72.521,7.647,0.844,51.54,80.282,1
finops-budget-089-00526,2026-06-15,project-11,gke,global,sandbox,data,security,23.213,6.121,0.332,55.753,42.158,0
finops-budget-089-00527,2026-06-16,project-24,gke,global,sandbox,platform,latency,29.288,7.539,0.856,104.684,73.068,1
finops-budget-089-00528,2026-06-17,project-08,pubsub,europe-west1,prod,data,latency,81.174,4.642,0.568,139.405,79.452,1
finops-budget-089-00529,2026-06-18,project-11,pubsub,global,prod,data,security,48.609,6.986,0.245,69.274,51.991,0
finops-budget-089-00530,2026-06-19,project-13,compute,us-central1,staging,security,reliability,65.965,16.917,0.098,53.037,73.725,1
finops-budget-089-00531,2026-06-20,project-07,vertex-ai,europe-west1,dev,finops,security,68.145,8.499,0.474,115.729,77.149,1
finops-budget-089-00532,2026-06-21,project-05,compute,asia-south1,sandbox,data,quality,8.472,4.002,0.47,118.903,46.093,0
finops-budget-089-00533,2026-06-22,project-04,cloud-sql,us-central1,prod,data,security,50.956,13.201,0.478,153.516,87.755,1
finops-budget-089-00534,2026-06-23,project-24,vertex-ai,us-central1,sandbox,finops,quality,34.979,11.747,0.607,59.776,69.615,1
finops-budget-089-00535,2026-06-24,project-06,compute,us-central1,prod,platform,cost,88.524,10.867,0.551,261.809,100,1
finops-budget-089-00536,2026-06-25,project-15,vertex-ai,us-east1,prod,platform,latency,91.558,11.754,0.564,92.321,92.675,1
finops-budget-089-00537,2026-06-26,project-16,cloud-sql,global,dev,platform,cost,36.152,9.545,0.289,147.19,66.505,1
finops-budget-089-00538,2026-06-27,project-09,bigquery,us-central1,staging,security,reliability,65.335,2.526,0.54,142.293,68.412,0
finops-budget-089-00539,2026-06-28,project-21,bigquery,europe-west1,prod,platform,quality,55.064,10.816,0.62,21.335,69.321,1
finops-budget-089-00540,2026-06-29,project-16,pubsub,asia-south1,prod,mlops,cost,81.13,4.474,0.647,156.383,84.286,1
finops-budget-089-00541,2026-01-01,project-12,cloud-sql,us-east1,dev,security,cost,27.6,9.094,0.267,111.138,56.432,0
finops-budget-089-00542,2026-01-02,project-09,cloud-run,us-central1,prod,security,security,40.101,18.114,0.454,234.275,100,1
finops-budget-089-00543,2026-01-03,project-20,vertex-ai,europe-west1,prod,security,cost,94.686,14.243,0.677,163.17,100,1
finops-budget-089-00544,2026-01-04,project-15,cloud-sql,europe-west1,dev,platform,security,64.946,21.87,0.728,85.749,100,1
finops-budget-089-00545,2026-01-05,project-20,bigquery,global,prod,platform,latency,33.815,6.914,0.41,161.586,65.883,0
finops-budget-089-00546,2026-01-06,project-05,vertex-ai,global,dev,security,quality,35.142,3.912,0.439,114.984,53.561,0
finops-budget-089-00547,2026-01-07,project-13,bigquery,europe-west1,prod,security,cost,54.74,11.462,0.904,145.664,98.786,1
finops-budget-089-00548,2026-01-08,project-19,bigquery,europe-west1,prod,mlops,security,71.013,6.875,0.247,77.93,60.906,0
finops-budget-089-00549,2026-01-09,project-13,cloud-run,europe-west1,staging,data,security,84.205,14.882,0.295,128.017,93.191,1
finops-budget-089-00550,2026-01-10,project-07,vertex-ai,asia-south1,staging,mlops,security,51.248,8.738,0.35,81.353,62.439,0
finops-budget-089-00551,2026-01-11,project-19,pubsub,global,prod,platform,security,96.892,9.774,0.456,132.778,92.042,1
finops-budget-089-00552,2026-01-12,project-20,compute,asia-south1,sandbox,backend,security,48.627,15.877,0.714,76.276,90.179,1
finops-budget-089-00553,2026-01-13,project-02,cloud-sql,us-central1,prod,backend,security,70.505,14.445,0.691,10.781,84.139,1
finops-budget-089-00554,2026-01-14,project-19,cloud-run,global,prod,data,latency,69.846,17.62,0.653,221.602,100,1
finops-budget-089-00555,2026-01-15,project-22,cloud-run,us-east1,staging,backend,reliability,83.522,6.657,0.868,145.764,96.403,1
finops-budget-089-00556,2026-01-16,project-05,pubsub,us-east1,dev,mlops,cost,68.339,13.907,0.56,199.682,100,1
finops-budget-089-00557,2026-01-17,project-18,compute,us-central1,sandbox,finops,security,34.845,11.796,0.578,41.363,65.982,0
finops-budget-089-00558,2026-01-18,project-02,bigquery,us-east1,staging,platform,latency,44.763,5.659,0.213,118.763,53.646,0
finops-budget-089-00559,2026-01-19,project-21,compute,global,sandbox,platform,latency,0.0,5.924,0.791,132.21,60.788,1
finops-budget-089-00560,2026-01-20,project-01,bigquery,us-east1,dev,data,security,84.078,10.914,0.92,106.345,100,1
finops-budget-089-00561,2026-01-21,project-11,vertex-ai,global,prod,security,latency,84.309,15.084,0.458,83.775,92.951,1
finops-budget-089-00562,2026-01-22,project-01,bigquery,asia-south1,sandbox,platform,quality,7.667,12.505,0.58,94.364,65.923,1
finops-budget-089-00563,2026-01-23,project-24,cloud-sql,us-east1,dev,security,quality,26.224,5.822,0.559,111.829,58.636,1
finops-budget-089-00564,2026-01-24,project-07,compute,asia-south1,prod,mlops,quality,49.692,6.368,0.512,194.457,78.529,1
finops-budget-089-00565,2026-01-25,project-22,cloud-run,us-central1,dev,data,cost,58.924,9.386,0.575,126.0,81.024,1
finops-budget-089-00566,2026-01-26,project-08,cloud-run,europe-west1,dev,backend,cost,55.544,9.061,0.403,245.832,90.538,1
finops-budget-089-00567,2026-01-27,project-09,vertex-ai,global,prod,finops,quality,52.974,2.765,0.517,68.61,53.093,0
finops-budget-089-00568,2026-01-28,project-02,bigquery,us-east1,dev,backend,cost,51.404,6.9,0.53,143.551,73.576,1
finops-budget-089-00569,2026-01-29,project-15,bigquery,global,prod,backend,latency,77.61,13.102,0.385,90.747,84.444,1
finops-budget-089-00570,2026-01-30,project-12,vertex-ai,global,prod,mlops,quality,81.202,5.778,0.723,103.84,82.351,1
finops-budget-089-00571,2026-01-31,project-24,gke,global,dev,mlops,latency,9.062,13.532,0.612,134.941,75.845,0
finops-budget-089-00572,2026-02-01,project-24,vertex-ai,us-east1,sandbox,backend,security,43.492,17.1,0.836,119.093,100,1
finops-budget-089-00573,2026-02-02,project-02,gke,asia-south1,sandbox,platform,reliability,61.688,5.913,0.78,199.351,91.76,1
finops-budget-089-00574,2026-02-03,project-09,pubsub,asia-south1,dev,backend,quality,45.124,6.166,0.42,92.657,58.393,0
finops-budget-089-00575,2026-02-04,project-13,gke,europe-west1,staging,data,reliability,47.702,3.586,0.616,54.099,54.512,0
finops-budget-089-00576,2026-02-05,project-13,bigquery,us-central1,sandbox,platform,latency,42.168,6.431,0.349,80.27,53.686,0
finops-budget-089-00577,2026-02-06,project-23,cloud-sql,us-east1,sandbox,platform,quality,53.589,22.553,0.631,78.176,100,1
finops-budget-089-00578,2026-02-07,project-04,bigquery,global,prod,finops,latency,63.285,4.132,0.507,183.262,76.262,1
finops-budget-089-00579,2026-02-08,project-13,pubsub,europe-west1,prod,data,reliability,67.019,7.583,0.607,116.752,79.422,1
finops-budget-089-00580,2026-02-09,project-07,cloud-run,asia-south1,prod,platform,reliability,31.916,17.169,0.505,148.298,90.533,1
finops-budget-089-00581,2026-02-10,project-09,vertex-ai,europe-west1,dev,platform,cost,26.912,6.498,0.598,90.673,58.734,0
finops-budget-089-00582,2026-02-11,project-13,pubsub,us-central1,prod,mlops,quality,81.479,5.245,0.304,11.55,53.08,0
finops-budget-089-00583,2026-02-12,project-10,gke,us-central1,prod,platform,security,59.882,13.09,0.711,175.547,100,1
finops-budget-089-00584,2026-02-13,project-03,pubsub,us-central1,dev,finops,reliability,77.661,5.392,0.58,40.513,65.971,1
finops-budget-089-00585,2026-02-14,project-08,pubsub,asia-south1,sandbox,finops,quality,35.708,15.77,0.308,127.28,78.636,1
finops-budget-089-00586,2026-02-15,project-12,gke,us-central1,dev,backend,cost,32.044,4.546,0.742,147.664,69.327,0
finops-budget-089-00587,2026-02-16,project-20,compute,europe-west1,staging,data,cost,41.612,14.055,0.309,101.364,72.956,0
finops-budget-089-00588,2026-02-17,project-14,cloud-sql,asia-south1,dev,security,cost,49.258,15.442,0.728,152.559,100,1
finops-budget-089-00589,2026-02-18,project-14,compute,global,staging,backend,reliability,55.897,10.529,0.295,174.314,79.877,1
finops-budget-089-00590,2026-02-19,project-23,bigquery,us-central1,prod,mlops,cost,86.621,6.154,0.331,18.965,59.027,0
finops-budget-089-00591,2026-02-20,project-04,compute,us-east1,prod,mlops,cost,85.245,5.186,0.405,16.515,58.52,0
finops-budget-089-00592,2026-02-21,project-18,cloud-sql,global,staging,backend,latency,54.413,9.341,0.623,27.598,66.67,0
finops-budget-089-00593,2026-02-22,project-15,compute,us-central1,staging,platform,security,49.005,6.515,0.588,148.142,74.537,1
finops-budget-089-00594,2026-02-23,project-18,gke,us-east1,dev,platform,quality,35.261,11.278,0.768,131.548,84.721,1
finops-budget-089-00595,2026-02-24,project-13,compute,us-east1,staging,security,quality,41.98,11.432,0.609,120.361,80.235,1
finops-budget-089-00596,2026-02-25,project-08,gke,us-central1,prod,security,latency,73.23,11.745,0.641,75.083,86.42,1
finops-budget-089-00597,2026-02-26,project-01,bigquery,us-east1,prod,backend,reliability,88.163,12.899,0.423,159.26,98.985,1
finops-budget-089-00598,2026-02-27,project-21,compute,global,dev,backend,reliability,23.55,18.48,0.352,49.197,70.857,0
finops-budget-089-00599,2026-02-28,project-03,bigquery,us-central1,prod,finops,latency,41.929,14.924,0.175,95.906,69.609,0
finops-budget-089-00600,2026-03-01,project-08,vertex-ai,global,prod,mlops,reliability,72.183,6.628,0.433,179.017,81.991,1
finops-budget-089-00601,2026-03-02,project-22,cloud-run,asia-south1,prod,finops,reliability,71.906,9.929,0.796,210.474,100,1
finops-budget-089-00602,2026-03-03,project-11,compute,us-east1,sandbox,finops,latency,42.608,10.245,0.44,104.851,69.509,1
finops-budget-089-00603,2026-03-04,project-04,cloud-run,us-central1,prod,backend,cost,59.927,6.066,0.571,59.979,63.86,0
finops-budget-089-00604,2026-03-05,project-12,bigquery,us-east1,staging,backend,latency,40.87,6.868,0.681,135.858,73.977,0
finops-budget-089-00605,2026-03-06,project-01,pubsub,europe-west1,sandbox,platform,quality,63.773,5.866,0.649,147.937,80.297,1
finops-budget-089-00606,2026-03-07,project-16,compute,asia-south1,dev,platform,cost,36.846,10.623,0.74,37.111,68.995,1
finops-budget-089-00607,2026-03-08,project-15,pubsub,us-east1,sandbox,mlops,quality,41.615,8.303,0.398,198.832,76.865,1
finops-budget-089-00608,2026-03-09,project-06,gke,global,prod,platform,security,85.801,19.873,0.423,86.058,100,1
finops-budget-089-00609,2026-03-10,project-03,vertex-ai,europe-west1,prod,backend,quality,85.953,3.139,0.174,259.066,81.278,1
finops-budget-089-00610,2026-03-11,project-05,bigquery,asia-south1,prod,platform,cost,46.819,3.082,0.443,87.57,51.854,0
finops-budget-089-00611,2026-03-12,project-02,cloud-run,europe-west1,staging,security,cost,68.136,6.445,0.805,122.355,84.904,1
finops-budget-089-00612,2026-03-13,project-05,cloud-sql,europe-west1,sandbox,finops,quality,50.27,4.134,0.538,113.133,62.569,0
finops-budget-089-00613,2026-03-14,project-12,bigquery,global,staging,mlops,latency,15.54,10.654,0.61,90.279,64.814,0
finops-budget-089-00614,2026-03-15,project-11,compute,europe-west1,prod,data,latency,78.044,10.158,0.813,82.529,91.508,1
finops-budget-089-00615,2026-03-16,project-02,vertex-ai,global,dev,finops,quality,78.253,7.782,0.816,176.068,99.783,1
finops-budget-089-00616,2026-03-17,project-24,cloud-run,asia-south1,staging,finops,reliability,34.758,5.507,0.427,54.91,47.968,0
finops-budget-089-00617,2026-03-18,project-04,cloud-sql,global,sandbox,finops,cost,51.57,12.163,0.534,168.891,89.75,1
finops-budget-089-00618,2026-03-19,project-12,cloud-run,us-central1,prod,backend,latency,52.469,15.801,0.811,114.323,100,1
finops-budget-089-00619,2026-03-20,project-18,bigquery,us-east1,sandbox,backend,reliability,60.299,12.49,0.743,123.677,94.289,1
finops-budget-089-00620,2026-03-21,project-17,cloud-run,us-east1,prod,finops,security,79.888,5.405,0.397,201.461,83.847,1
finops-budget-089-00621,2026-03-22,project-05,vertex-ai,us-central1,prod,backend,reliability,55.355,7.408,0.36,143.803,70.231,1
finops-budget-089-00622,2026-03-23,project-18,gke,us-central1,prod,security,reliability,59.486,11.954,0.473,128.741,84.042,1
finops-budget-089-00623,2026-03-24,project-24,cloud-run,us-east1,dev,platform,reliability,6.589,18.401,0.531,138.163,83.976,1
finops-budget-089-00624,2026-03-25,project-02,cloud-sql,asia-south1,dev,mlops,latency,36.301,10.115,0.773,173.867,88.718,1
finops-budget-089-00625,2026-03-26,project-08,cloud-sql,global,sandbox,backend,security,54.2,7.398,0.576,161.736,79.978,1
finops-budget-089-00626,2026-03-27,project-06,vertex-ai,asia-south1,sandbox,data,reliability,35.035,6.851,0.537,142.957,67.891,1
finops-budget-089-00627,2026-03-28,project-05,cloud-run,asia-south1,staging,security,cost,8.95,11.928,0.37,69.78,54.091,0
finops-budget-089-00628,2026-03-29,project-14,compute,europe-west1,dev,data,reliability,30.641,2.471,0.445,108.696,47.917,0
finops-budget-089-00629,2026-03-30,project-07,cloud-run,us-central1,staging,platform,cost,69.895,19.22,0.646,23.177,95.3,1
finops-budget-089-00630,2026-03-31,project-09,cloud-sql,asia-south1,sandbox,platform,quality,60.201,6.914,0.754,130.828,82.672,1
finops-budget-089-00631,2026-04-01,project-02,cloud-sql,us-east1,prod,backend,quality,74.312,4.643,0.333,71.446,58.917,0
finops-budget-089-00632,2026-04-02,project-21,cloud-sql,us-east1,dev,security,cost,28.566,8.62,0.757,76.069,67.7,1
finops-budget-089-00633,2026-04-03,project-12,gke,europe-west1,prod,finops,reliability,28.695,11.569,1.077,62.256,83.812,1
finops-budget-089-00634,2026-04-04,project-04,gke,us-east1,prod,data,security,89.552,10.799,0.511,121.667,92.169,1
finops-budget-089-00635,2026-04-05,project-21,gke,global,prod,backend,security,93.306,6.277,0.48,34.747,69.171,0
finops-budget-089-00636,2026-04-06,project-10,compute,europe-west1,prod,security,quality,40.808,11.451,0.404,122.341,72.983,1
finops-budget-089-00637,2026-04-07,project-16,bigquery,global,prod,mlops,latency,78.683,15.241,0.774,129.47,100,1
finops-budget-089-00638,2026-04-08,project-06,bigquery,europe-west1,prod,data,cost,82.508,9.336,0.225,147.97,80.116,1
finops-budget-089-00639,2026-04-09,project-19,cloud-run,europe-west1,sandbox,finops,latency,64.237,9.838,0.853,116.463,92.277,1
finops-budget-089-00640,2026-04-10,project-16,gke,us-central1,dev,data,security,37.126,7.41,0.465,137.688,66.639,1
finops-budget-089-00641,2026-04-11,project-24,compute,asia-south1,dev,platform,quality,52.189,8.95,0.512,102.182,71.971,1
finops-budget-089-00642,2026-04-12,project-12,gke,europe-west1,sandbox,finops,quality,38.258,16.283,0.571,179.835,97.595,1
finops-budget-089-00643,2026-04-13,project-20,bigquery,global,prod,security,security,71.483,5.512,0.723,178.679,89.243,1
finops-budget-089-00644,2026-04-14,project-04,vertex-ai,us-central1,dev,data,cost,76.293,2.452,0.473,31.707,53.603,0
finops-budget-089-00645,2026-04-15,project-23,compute,global,staging,security,reliability,48.117,13.622,0.699,236.525,100,1
finops-budget-089-00646,2026-04-16,project-07,cloud-run,asia-south1,prod,mlops,cost,47.444,9.962,0.621,103.529,76.683,1
finops-budget-089-00647,2026-04-17,project-24,cloud-sql,us-central1,dev,platform,reliability,40.288,8.916,0.378,155.218,70.771,0
finops-budget-089-00648,2026-04-18,project-16,compute,us-east1,dev,platform,latency,60.525,13.769,0.698,134.837,97.405,1
finops-budget-089-00649,2026-04-19,project-11,gke,europe-west1,dev,finops,cost,37.645,9.735,0.363,60.16,57.369,0
finops-budget-089-00650,2026-04-20,project-20,compute,europe-west1,prod,backend,quality,54.414,6.966,0.469,229.056,85.118,1
finops-budget-089-00651,2026-04-21,project-03,pubsub,asia-south1,dev,platform,security,7.368,19.867,0.795,0.0,76.76,1
finops-budget-089-00652,2026-04-22,project-24,gke,global,staging,platform,quality,7.649,10.018,0.449,100.358,56.403,0
finops-budget-089-00653,2026-04-23,project-16,gke,global,dev,mlops,security,52.165,7.817,0.558,210.039,86.658,1
finops-budget-089-00654,2026-04-24,project-12,pubsub,us-east1,staging,security,quality,65.862,5.669,0.586,64.024,66.126,1
finops-budget-089-00655,2026-04-25,project-23,compute,us-east1,sandbox,data,security,42.569,12.049,0.29,104.873,68.457,1
finops-budget-089-00656,2026-04-26,project-15,cloud-sql,europe-west1,dev,platform,security,38.024,13.552,0.203,125.98,70.407,1
finops-budget-089-00657,2026-04-27,project-10,bigquery,asia-south1,staging,mlops,quality,37.952,10.2,0.701,51.447,69.121,1
finops-budget-089-00658,2026-04-28,project-20,cloud-run,global,dev,platform,latency,4.859,7.761,0.419,6.801,35.466,0
finops-budget-089-00659,2026-04-29,project-20,cloud-run,us-central1,sandbox,backend,reliability,12.567,7.913,0.481,55.779,47.832,0
finops-budget-089-00660,2026-04-30,project-17,compute,us-central1,prod,platform,latency,46.016,8.115,0.76,144.565,82.723,1
finops-budget-089-00661,2026-05-01,project-07,gke,us-east1,prod,mlops,cost,73.794,10.697,0.75,148.27,98.66,1
finops-budget-089-00662,2026-05-02,project-05,vertex-ai,europe-west1,prod,security,cost,60.453,8.184,0.629,122.747,80.17,1
finops-budget-089-00663,2026-05-03,project-10,bigquery,us-central1,sandbox,security,latency,61.423,8.086,0.536,52.779,66.822,0
finops-budget-089-00664,2026-05-04,project-08,compute,europe-west1,staging,security,cost,36.723,9.939,0.427,41.717,57.073,0
