record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,pipeline_failed
devops-ci-086-00445,2026-03-26,project-03,cloud-sql,us-east1,prod,backend,security,73.117,14.621,0.603,108.374,96.616,1
devops-ci-086-00446,2026-03-27,project-16,compute,global,dev,security,latency,66.111,6.289,0.428,118.232,70.035,1
devops-ci-086-00447,2026-03-28,project-14,cloud-sql,global,sandbox,backend,latency,54.764,11.005,0.698,106.203,84.764,1
devops-ci-086-00448,2026-03-29,project-18,cloud-run,us-east1,sandbox,finops,reliability,45.162,12.4,0.484,18.481,64.375,1
devops-ci-086-00449,2026-03-30,project-07,cloud-sql,global,prod,data,security,66.057,6.957,0.418,143.521,74.913,1
devops-ci-086-00450,2026-03-31,project-02,pubsub,global,staging,backend,latency,38.811,10.644,0.429,103.273,68.495,1
devops-ci-086-00451,2026-04-01,project-08,vertex-ai,asia-south1,dev,backend,reliability,58.194,9.321,0.659,60.705,74.035,1
devops-ci-086-00452,2026-04-02,project-17,vertex-ai,us-central1,sandbox,security,latency,33.287,14.072,0.68,88.221,81.151,1
devops-ci-086-00453,2026-04-03,project-02,cloud-sql,us-east1,prod,finops,cost,46.041,8.63,0.436,104.929,66.813,0
devops-ci-086-00454,2026-04-04,project-05,cloud-run,us-east1,prod,security,cost,68.058,8.069,0.797,166.816,94.87,1
devops-ci-086-00455,2026-04-05,project-02,bigquery,europe-west1,sandbox,security,cost,36.934,32.719,0.692,162.019,100,1
devops-ci-086-00456,2026-04-06,project-16,pubsub,us-central1,dev,mlops,reliability,17.919,9.407,0.564,81.098,59.788,0
devops-ci-086-00457,2026-04-07,project-10,vertex-ai,us-east1,dev,platform,latency,23.496,7.892,0.639,118.152,66.234,0
devops-ci-086-00458,2026-04-08,project-21,cloud-sql,europe-west1,staging,data,security,25.195,8.067,0.323,132.255,58.233,0
devops-ci-086-00459,2026-04-09,project-08,cloud-run,europe-west1,prod,backend,cost,71.465,6.424,0.469,119.286,73.813,1
devops-ci-086-00460,2026-04-10,project-08,compute,europe-west1,staging,mlops,cost,34.21,3.475,0.592,43.732,47.179,0
devops-ci-086-00461,2026-04-11,project-03,vertex-ai,europe-west1,staging,platform,reliability,42.954,5.966,0.343,104.85,56.25,0
devops-ci-086-00462,2026-04-12,project-20,bigquery,global,staging,mlops,quality,40.879,9.942,0.963,101.74,86.048,1
devops-ci-086-00463,2026-04-13,project-01,cloud-run,us-east1,dev,mlops,cost,23.886,4.384,0.263,75.463,38.799,0
devops-ci-086-00464,2026-04-14,project-24,pubsub,us-central1,dev,backend,reliability,36.667,11.079,0.62,126.666,78.857,1
devops-ci-086-00465,2026-04-15,project-01,cloud-sql,us-central1,prod,data,latency,38.05,17.464,0.548,56.522,81.49,1
devops-ci-086-00466,2026-04-16,project-12,compute,us-central1,dev,mlops,security,52.141,11.033,0.574,67.882,73.982,1
devops-ci-086-00467,2026-04-17,project-16,pubsub,europe-west1,prod,backend,cost,72.855,18.911,0.503,88.668,100,1
devops-ci-086-00468,2026-04-18,project-06,cloud-sql,global,prod,data,cost,38.996,7.606,0.273,86.911,53.625,0
devops-ci-086-00469,2026-04-19,project-11,gke,us-central1,staging,finops,quality,72.506,11.632,0.535,89.005,84.223,1
devops-ci-086-00470,2026-04-20,project-17,gke,europe-west1,prod,platform,quality,75.599,5.383,0.435,120.576,71.829,0
devops-ci-086-00471,2026-04-21,project-16,vertex-ai,us-central1,prod,finops,quality,57.739,3.401,0.818,217.146,88.441,1
devops-ci-086-00472,2026-04-22,project-14,bigquery,asia-south1,prod,mlops,reliability,56.69,14.695,0.424,173.504,94.272,1
devops-ci-086-00473,2026-04-23,project-11,pubsub,global,prod,platform,latency,35.161,6.087,0.399,139.486,60.816,0
devops-ci-086-00474,2026-04-24,project-14,compute,europe-west1,sandbox,data,latency,31.705,8.244,0.678,41.69,60.143,0
devops-ci-086-00475,2026-04-25,project-17,compute,us-central1,staging,finops,cost,59.447,3.239,0.635,77.81,61.936,0
devops-ci-086-00476,2026-04-26,project-21,vertex-ai,global,prod,mlops,latency,43.928,9.275,0.783,106.868,80.006,1
devops-ci-086-00477,2026-04-27,project-12,gke,us-east1,prod,platform,reliability,32.433,12.994,0.453,4.475,58.178,0
devops-ci-086-00478,2026-04-28,project-23,gke,us-east1,dev,platform,cost,32.713,14.317,0.483,155.336,84.414,1
devops-ci-086-00479,2026-04-29,project-08,compute,global,staging,backend,cost,47.144,4.316,0.428,64.398,50.942,0
devops-ci-086-00480,2026-04-30,project-05,bigquery,asia-south1,dev,finops,security,23.563,17.425,0.582,177.67,95.186,1
devops-ci-086-00481,2026-05-01,project-07,pubsub,us-east1,sandbox,platform,reliability,61.958,18.945,0.558,135.118,100,1
devops-ci-086-00482,2026-05-02,project-18,compute,us-east1,staging,mlops,quality,30.624,8.876,0.276,127.923,59.745,0
devops-ci-086-00483,2026-05-03,project-16,cloud-run,global,staging,data,cost,59.604,11.195,0.728,173.509,97.766,1
devops-ci-086-00484,2026-05-04,project-22,cloud-sql,asia-south1,staging,platform,quality,31.13,5.871,0.557,30.36,48.517,0
devops-ci-086-00485,2026-05-05,project-21,gke,us-central1,prod,backend,latency,70.62,7.241,0.494,128.693,77.67,1
devops-ci-086-00486,2026-05-06,project-14,cloud-run,us-central1,staging,data,cost,67.134,15.438,0.25,72.51,78.843,1
devops-ci-086-00487,2026-05-07,project-02,bigquery,us-central1,sandbox,security,cost,31.72,12.956,0.298,143.205,72.647,1
devops-ci-086-00488,2026-05-08,project-24,vertex-ai,global,dev,mlops,cost,77.439,11.159,0.543,54.989,80.166,1
devops-ci-086-00489,2026-05-09,project-04,compute,global,prod,data,latency,30.778,13.499,0.657,69.853,75.452,1
devops-ci-086-00490,2026-05-10,project-04,compute,global,prod,security,security,86.05,10.259,0.574,85.828,86.662,1
devops-ci-086-00491,2026-05-11,project-14,vertex-ai,global,sandbox,finops,latency,39.829,14.216,0.476,119.775,81.238,1
devops-ci-086-00492,2026-05-12,project-24,pubsub,asia-south1,prod,platform,latency,72.07,6.539,0.818,220.54,100,1
devops-ci-086-00493,2026-05-13,project-20,pubsub,us-east1,prod,mlops,cost,86.284,8.321,0.606,160.206,94.188,1
devops-ci-086-00494,2026-05-14,project-21,bigquery,us-east1,prod,platform,reliability,49.938,14.708,0.772,167.723,100,1
devops-ci-086-00495,2026-05-15,project-02,cloud-run,us-central1,prod,security,latency,71.093,3.757,0.345,82.202,57.712,1
devops-ci-086-00496,2026-05-16,project-17,cloud-sql,europe-west1,dev,security,cost,63.221,6.342,0.537,206.441,85.826,1
devops-ci-086-00497,2026-05-17,project-20,pubsub,asia-south1,dev,security,latency,69.594,13.16,0.622,95.094,90.702,1
devops-ci-086-00498,2026-05-18,project-23,vertex-ai,us-east1,sandbox,finops,quality,32.541,4.417,0.421,103.874,51.579,0
devops-ci-086-00499,2026-05-19,project-15,bigquery,us-central1,prod,finops,reliability,47.918,5.161,0.449,126.625,62.995,1
devops-ci-086-00500,2026-05-20,project-20,vertex-ai,us-east1,staging,platform,security,24.293,11.802,0.37,218.519,80.858,1
devops-ci-086-00501,2026-05-21,project-16,gke,us-east1,dev,mlops,security,44.091,7.143,0.236,32.601,45.113,0
devops-ci-086-00502,2026-05-22,project-17,cloud-run,us-east1,sandbox,backend,quality,39.518,10.882,0.227,165.314,71.276,1
devops-ci-086-00503,2026-05-23,project-14,gke,us-east1,dev,backend,cost,28.456,11.088,0.626,0.0,57.742,0
devops-ci-086-00504,2026-05-24,project-22,cloud-sql,europe-west1,staging,platform,quality,63.248,14.171,0.523,144.75,94.617,1
devops-ci-086-00505,2026-05-25,project-06,bigquery,us-central1,sandbox,backend,quality,57.384,5.287,0.688,77.984,67.873,1
devops-ci-086-00506,2026-05-26,project-15,pubsub,us-central1,dev,data,cost,53.313,25.572,0.631,45.957,100,1
devops-ci-086-00507,2026-05-27,project-04,cloud-sql,asia-south1,dev,platform,latency,22.228,26.828,0.422,167.479,100,1
devops-ci-086-00508,2026-05-28,project-22,pubsub,us-east1,sandbox,security,reliability,31.488,4.742,0.678,154.371,68.328,1
devops-ci-086-00509,2026-05-29,project-10,vertex-ai,global,staging,data,cost,44.854,20.017,0.521,60.204,89.42,1
devops-ci-086-00510,2026-05-30,project-10,bigquery,europe-west1,sandbox,mlops,latency,57.067,18.953,0.629,145.484,100,1
devops-ci-086-00511,2026-05-31,project-03,cloud-run,asia-south1,staging,data,reliability,11.294,12.439,0.248,179.296,67.805,1
devops-ci-086-00512,2026-06-01,project-11,pubsub,us-east1,prod,platform,quality,69.316,5.286,0.177,67.878,52.688,0
devops-ci-086-00513,2026-06-02,project-04,bigquery,global,prod,finops,latency,66.747,4.781,0.715,87.496,72.302,1
devops-ci-086-00514,2026-06-03,project-03,gke,us-east1,dev,platform,cost,23.672,10.603,0.688,139.982,77.52,1
devops-ci-086-00515,2026-06-04,project-15,bigquery,us-central1,sandbox,security,latency,37.935,5.277,0.41,158.359,63.034,0
devops-ci-086-00516,2026-06-05,project-03,vertex-ai,europe-west1,staging,data,cost,25.754,22.609,0.474,217.797,100,1
devops-ci-086-00517,2026-06-06,project-06,gke,us-central1,staging,security,cost,44.946,5.703,0.923,130.155,80.324,1
devops-ci-086-00518,2026-06-07,project-09,compute,asia-south1,prod,backend,quality,83.267,13.624,0.322,56.72,80.474,1
devops-ci-086-00519,2026-06-08,project-24,cloud-sql,europe-west1,sandbox,backend,latency,35.866,22.951,0.593,190.897,100,1
devops-ci-086-00520,2026-06-09,project-12,compute,europe-west1,prod,data,reliability,60.592,7.301,0.42,98.62,67.325,0
devops-ci-086-00521,2026-06-10,project-11,bigquery,europe-west1,sandbox,data,cost,53.299,5.609,0.681,54.715,63.557,0
devops-ci-086-00522,2026-06-11,project-17,vertex-ai,europe-west1,prod,data,latency,36.594,6.956,0.446,77.716,55.982,0
devops-ci-086-00523,2026-06-12,project-20,cloud-run,us-east1,staging,platform,latency,67.871,13.607,0.408,115.6,86.643,1
devops-ci-086-00524,2026-06-13,project-01,compute,asia-south1,prod,finops,latency,90.751,8.318,0.706,197.157,100,1
devops-ci-086-00525,2026-06-14,project-23,bigquery,asia-south1,prod,mlops,quality,76.918,5.018,0.517,68.89,66.771,1
devops-ci-086-00526,2026-06-15,project-12,vertex-ai,europe-west1,staging,security,latency,42.368,14.401,0.697,128.866,91.619,1
devops-ci-086-00527,2026-06-16,project-22,cloud-sql,asia-south1,dev,data,reliability,34.668,8.567,0.846,122.11,79.541,1
devops-ci-086-00528,2026-06-17,project-07,cloud-run,europe-west1,prod,backend,cost,89.634,3.74,0.291,92.72,63.805,0
devops-ci-086-00529,2026-06-18,project-22,pubsub,global,dev,data,latency,49.636,14.124,0.364,78.485,74.514,1
devops-ci-086-00530,2026-06-19,project-06,compute,europe-west1,prod,data,security,95.296,4.686,0.516,159.975,85.677,1
devops-ci-086-00531,2026-06-20,project-20,vertex-ai,europe-west1,staging,data,security,29.869,21.991,0.536,193.393,100,1
devops-ci-086-00532,2026-06-21,project-22,vertex-ai,global,staging,security,reliability,63.133,3.022,0.738,148.588,76.647,1
devops-ci-086-00533,2026-06-22,project-07,bigquery,asia-south1,prod,data,reliability,81.626,23.917,0.201,76.861,100,1
devops-ci-086-00534,2026-06-23,project-04,cloud-run,us-east1,prod,security,quality,70.119,24.737,0.608,36.299,100,1
devops-ci-086-00535,2026-06-24,project-05,vertex-ai,asia-south1,prod,mlops,latency,56.376,10.933,0.282,191.453,83.032,1
devops-ci-086-00536,2026-06-25,project-24,cloud-sql,europe-west1,prod,platform,latency,53.038,8.505,0.605,164.568,83.583,1
devops-ci-086-00537,2026-06-26,project-20,vertex-ai,us-east1,prod,data,cost,64.976,6.954,0.307,113.61,66.281,1
devops-ci-086-00538,2026-06-27,project-13,cloud-run,global,prod,data,quality,51.342,7.623,0.532,175.218,79.929,1
devops-ci-086-00539,2026-06-28,project-01,pubsub,europe-west1,sandbox,mlops,quality,77.423,5.44,0.618,95.81,75.394,1
devops-ci-086-00540,2026-06-29,project-03,vertex-ai,us-east1,prod,platform,latency,44.972,9.055,0.482,82.281,65.738,1
devops-ci-086-00541,2026-01-01,project-21,compute,us-east1,dev,mlops,quality,53.475,6.957,0.326,82.031,58.322,0
devops-ci-086-00542,2026-01-02,project-06,gke,global,prod,mlops,quality,81.705,2.481,0.204,64.552,50.94,0
devops-ci-086-00543,2026-01-03,project-16,cloud-run,us-east1,prod,security,quality,49.58,7.339,0.568,58.182,62.842,0
devops-ci-086-00544,2026-01-04,project-12,compute,us-east1,prod,backend,cost,89.259,13.63,0.223,175.812,96.488,1
devops-ci-086-00545,2026-01-05,project-09,gke,us-central1,dev,security,reliability,27.429,7.996,0.791,118.916,73.284,1
devops-ci-086-00546,2026-01-06,project-23,vertex-ai,global,prod,backend,reliability,96.184,7.409,0.612,158.699,95.516,1
devops-ci-086-00547,2026-01-07,project-21,pubsub,global,sandbox,mlops,reliability,22.307,11.248,0.934,56.656,75.005,1
devops-ci-086-00548,2026-01-08,project-22,cloud-run,global,sandbox,finops,cost,76.373,9.235,0.74,130.687,93.237,1
devops-ci-086-00549,2026-01-09,project-10,bigquery,global,prod,data,latency,72.306,2.574,0.598,149.947,74.11,1
devops-ci-086-00550,2026-01-10,project-18,cloud-sql,global,dev,data,cost,23.555,10.221,0.353,103.485,59.54,0
devops-ci-086-00551,2026-01-11,project-20,cloud-run,us-east1,prod,finops,security,45.927,6.535,0.305,36.648,47.342,0
devops-ci-086-00552,2026-01-12,project-14,gke,asia-south1,staging,platform,cost,50.467,3.485,0.685,177.766,75.694,1
devops-ci-086-00553,2026-01-13,project-12,cloud-run,us-central1,prod,backend,reliability,64.556,11.438,0.412,123.034,81.646,1
devops-ci-086-00554,2026-01-14,project-01,vertex-ai,us-east1,dev,security,reliability,41.199,11.913,0.508,95.66,73.947,0
devops-ci-086-00555,2026-01-15,project-12,compute,global,sandbox,backend,quality,52.609,11.693,0.623,191.894,95.486,1
devops-ci-086-00556,2026-01-16,project-12,gke,europe-west1,dev,security,latency,47.654,6.133,0.535,106.632,65.265,1
devops-ci-086-00557,2026-01-17,project-21,cloud-run,europe-west1,prod,data,cost,64.593,4.68,0.747,43.337,65.993,0
devops-ci-086-00558,2026-01-18,project-17,cloud-run,us-east1,prod,platform,latency,63.465,13.197,0.558,151.753,94.666,1
devops-ci-086-00559,2026-01-19,project-05,cloud-run,us-east1,sandbox,platform,security,38.68,6.25,0.483,77.583,56.341,0
devops-ci-086-00560,2026-01-20,project-06,vertex-ai,us-central1,prod,mlops,cost,67.16,15.028,0.509,114.12,93.029,1
devops-ci-086-00561,2026-01-21,project-20,gke,asia-south1,dev,security,quality,41.161,19.544,0.461,0.0,76.144,1
devops-ci-086-00562,2026-01-22,project-16,bigquery,europe-west1,prod,backend,security,83.838,3.778,0.653,153.469,83.395,1
devops-ci-086-00563,2026-01-23,project-15,cloud-sql,us-east1,prod,backend,quality,51.696,11.435,0.596,123.456,83.639,1
devops-ci-086-00564,2026-01-24,project-09,cloud-run,us-central1,staging,backend,quality,69.788,8.48,0.857,138.034,94.337,1
devops-ci-086-00565,2026-01-25,project-02,cloud-sql,europe-west1,prod,backend,cost,63.049,6.386,0.89,98.731,82.516,1
devops-ci-086-00566,2026-01-26,project-17,cloud-run,us-east1,staging,data,security,50.266,8.112,0.585,112.178,73.355,0
devops-ci-086-00567,2026-01-27,project-19,vertex-ai,global,dev,security,security,28.194,6.37,0.751,179.147,77.142,1
devops-ci-086-00568,2026-01-28,project-01,cloud-sql,asia-south1,sandbox,finops,quality,42.891,14.198,0.518,16.994,68.749,1
devops-ci-086-00569,2026-01-29,project-23,compute,us-central1,prod,data,latency,36.963,7.618,0.406,134.592,64.55,0
devops-ci-086-00570,2026-01-30,project-02,gke,asia-south1,sandbox,security,security,55.338,6.136,0.755,177.109,85.939,1
devops-ci-086-00571,2026-01-31,project-22,vertex-ai,us-central1,prod,mlops,security,92.217,5.075,0.401,151.901,80.305,1
devops-ci-086-00572,2026-02-01,project-07,compute,global,prod,platform,quality,81.954,9.003,0.551,126.605,87.439,1
devops-ci-086-00573,2026-02-02,project-07,cloud-run,global,sandbox,backend,reliability,33.684,8.816,0.585,145.628,74.072,1
devops-ci-086-00574,2026-02-03,project-14,cloud-sql,us-east1,prod,mlops,quality,79.709,13.007,0.668,203.494,100,1
devops-ci-086-00575,2026-02-04,project-02,gke,europe-west1,sandbox,data,cost,19.765,8.728,0.456,134.574,62.868,0
devops-ci-086-00576,2026-02-05,project-13,gke,europe-west1,prod,mlops,latency,42.792,6.611,0.306,56.149,49.301,0
devops-ci-086-00577,2026-02-06,project-22,vertex-ai,global,prod,data,latency,67.985,12.421,0.602,70.71,84.159,1
devops-ci-086-00578,2026-02-07,project-10,cloud-sql,global,prod,platform,latency,40.612,10.537,0.511,217.961,88.472,1
devops-ci-086-00579,2026-02-08,project-05,gke,us-central1,sandbox,finops,security,50.795,15.891,0.419,93.215,83.116,1
devops-ci-086-00580,2026-02-09,project-11,cloud-run,global,dev,backend,security,52.431,16.522,0.579,137.448,97.212,1
devops-ci-086-00581,2026-02-10,project-23,bigquery,global,prod,platform,cost,62.054,6.188,0.598,162.421,80.774,1
devops-ci-086-00582,2026-02-11,project-02,cloud-run,us-central1,dev,platform,cost,43.946,6.696,0.262,150.81,62.168,1
devops-ci-086-00583,2026-02-12,project-04,pubsub,us-east1,staging,security,security,23.186,15.816,0.454,64.657,70.338,1
devops-ci-086-00584,2026-02-13,project-15,gke,us-east1,dev,platform,reliability,46.804,5.373,0.528,118.533,64.684,0
devops-ci-086-00585,2026-02-14,project-22,bigquery,global,dev,backend,quality,64.746,17.517,0.414,99.259,92.499,1
devops-ci-086-00586,2026-02-15,project-10,gke,us-central1,prod,data,cost,89.546,7.459,0.806,189.576,100,1
devops-ci-086-00587,2026-02-16,project-11,compute,us-central1,dev,backend,cost,53.171,6.959,1.061,118.187,89.218,1
devops-ci-086-00588,2026-02-17,project-11,cloud-run,europe-west1,dev,backend,latency,64.262,5.832,0.875,86.584,79.352,1
devops-ci-086-00589,2026-02-18,project-02,bigquery,europe-west1,sandbox,backend,quality,69.621,4.741,0.551,69.017,64.78,1
devops-ci-086-00590,2026-02-19,project-21,bigquery,asia-south1,sandbox,data,cost,39.238,14.665,0.314,164.103,82.873,1
devops-ci-086-00591,2026-02-20,project-11,compute,us-central1,prod,backend,reliability,63.469,20.795,0.411,123.027,100,1
devops-ci-086-00592,2026-02-21,project-17,cloud-sql,global,prod,security,latency,70.802,14.305,0.797,182.861,100,1
devops-ci-086-00593,2026-02-22,project-15,vertex-ai,global,sandbox,security,latency,75.874,7.359,0.638,99.343,80.544,1
devops-ci-086-00594,2026-02-23,project-10,bigquery,us-central1,prod,finops,quality,83.309,10.189,0.326,165.479,88.475,1
devops-ci-086-00595,2026-02-24,project-12,vertex-ai,us-east1,dev,data,security,36.838,3.812,0.251,187.921,57.978,0
devops-ci-086-00596,2026-02-25,project-06,gke,europe-west1,prod,backend,reliability,59.341,8.073,0.4,151.956,75.767,0
devops-ci-086-00597,2026-02-26,project-16,compute,global,sandbox,mlops,latency,54.015,8.851,0.657,142.139,83.281,1
devops-ci-086-00598,2026-02-27,project-02,gke,asia-south1,sandbox,finops,reliability,65.517,7.578,0.387,94.902,67.998,0
devops-ci-086-00599,2026-02-28,project-07,compute,europe-west1,prod,backend,quality,53.846,8.215,0.683,133.656,81.411,1
devops-ci-086-00600,2026-03-01,project-13,cloud-run,us-central1,dev,platform,quality,45.421,5.479,0.611,65.246,59.582,1
devops-ci-086-00601,2026-03-02,project-20,cloud-run,global,prod,platform,reliability,83.859,13.292,0.354,147.029,94.197,1
devops-ci-086-00602,2026-03-03,project-05,cloud-run,asia-south1,staging,mlops,reliability,62.416,8.435,0.498,95.359,72.864,1
devops-ci-086-00603,2026-03-04,project-01,cloud-sql,global,prod,backend,quality,45.51,6.86,0.592,208.889,83.118,1
devops-ci-086-00604,2026-03-05,project-03,bigquery,global,staging,platform,cost,41.305,21.87,0.21,47.62,79.781,1
devops-ci-086-00605,2026-03-06,project-24,gke,global,dev,mlops,latency,50.175,8.594,0.612,124.854,77.242,1
devops-ci-086-00606,2026-03-07,project-09,bigquery,europe-west1,dev,platform,latency,58.531,13.35,0.838,138.79,100,1
devops-ci-086-00607,2026-03-08,project-19,cloud-run,us-central1,staging,finops,latency,57.725,5.29,0.387,120.133,63.611,0
devops-ci-086-00608,2026-03-09,project-23,pubsub,asia-south1,prod,mlops,cost,69.737,17.685,0.609,13.167,88.908,1
devops-ci-086-00609,2026-03-10,project-16,compute,global,prod,security,latency,53.775,5.248,0.918,103.53,78.295,1
devops-ci-086-00610,2026-03-11,project-18,cloud-run,us-east1,dev,mlops,reliability,55.932,8.323,0.762,28.018,69.752,1
devops-ci-086-00611,2026-03-12,project-11,vertex-ai,europe-west1,staging,mlops,quality,59.593,12.261,0.406,126.495,82.124,1
devops-ci-086-00612,2026-03-13,project-04,vertex-ai,europe-west1,staging,data,latency,32.621,8.264,0.409,71.17,55.394,0
devops-ci-086-00613,2026-03-14,project-05,cloud-sql,global,staging,finops,latency,27.558,28.097,0.404,120.996,100,1
devops-ci-086-00614,2026-03-15,project-18,cloud-sql,global,dev,security,quality,47.977,7.386,0.672,102.911,72.554,1
devops-ci-086-00615,2026-03-16,project-17,cloud-run,us-central1,sandbox,security,latency,35.259,7.932,0.211,83.824,50.458,0
devops-ci-086-00616,2026-03-17,project-03,vertex-ai,asia-south1,dev,platform,cost,75.727,12.261,0.376,188.556,95.771,1
devops-ci-086-00617,2026-03-18,project-13,bigquery,us-east1,dev,data,cost,40.141,17.879,0.582,51.294,83.617,1
devops-ci-086-00618,2026-03-19,project-12,bigquery,us-east1,staging,security,quality,34.225,5.103,0.486,210.02,71.524,1
devops-ci-086-00619,2026-03-20,project-21,gke,europe-west1,staging,backend,security,49.745,13.39,0.572,44.994,75.236,1
devops-ci-086-00620,2026-03-21,project-11,vertex-ai,asia-south1,dev,security,quality,80.956,9.606,0.501,140.303,88.744,1
devops-ci-086-00621,2026-03-22,project-01,cloud-run,global,prod,platform,reliability,52.697,8.135,0.541,133.333,75.805,1
devops-ci-086-00622,2026-03-23,project-03,cloud-run,us-east1,prod,finops,security,92.982,5.911,0.67,155.331,92.438,1
devops-ci-086-00623,2026-03-24,project-01,gke,asia-south1,dev,mlops,cost,31.188,11.636,0.613,185.537,86.579,1
devops-ci-086-00624,2026-03-25,project-06,bigquery,asia-south1,staging,finops,latency,48.108,10.292,0.346,163.394,76.791,1
devops-ci-086-00625,2026-03-26,project-18,gke,us-central1,staging,security,reliability,50.064,14.107,0.564,144.102,91.194,1
devops-ci-086-00626,2026-03-27,project-20,vertex-ai,asia-south1,staging,data,quality,42.569,6.473,0.499,101.484,62.268,1
devops-ci-086-00627,2026-03-28,project-03,cloud-run,asia-south1,sandbox,backend,security,63.007,12.032,0.321,73.107,72.024,1
devops-ci-086-00628,2026-03-29,project-14,bigquery,europe-west1,dev,platform,latency,60.849,4.31,0.616,58.875,61.5,0
devops-ci-086-00629,2026-03-30,project-07,bigquery,us-central1,sandbox,backend,quality,48.166,8.696,0.775,95.979,78.271,1
devops-ci-086-00630,2026-03-31,project-17,compute,us-central1,dev,data,security,63.012,9.993,0.481,144.883,83.335,1
devops-ci-086-00631,2026-04-01,project-01,cloud-sql,asia-south1,dev,finops,cost,15.18,18.631,0.624,181.49,97.093,1
devops-ci-086-00632,2026-04-02,project-17,bigquery,europe-west1,sandbox,backend,latency,27.439,11.747,0.707,103.084,76.791,1
devops-ci-086-00633,2026-04-03,project-12,cloud-run,us-central1,sandbox,platform,quality,66.376,9.37,0.66,88.422,81.09,1
devops-ci-086-00634,2026-04-04,project-17,cloud-run,asia-south1,dev,mlops,cost,47.014,6.627,0.798,246.072,95.733,1
devops-ci-086-00635,2026-04-05,project-11,pubsub,asia-south1,staging,mlops,latency,29.005,6.902,0.424,202.2,70.584,1
devops-ci-086-00636,2026-04-06,project-17,compute,europe-west1,prod,platform,cost,84.938,10.018,0.71,146.253,99.282,1
devops-ci-086-00637,2026-04-07,project-09,vertex-ai,us-east1,staging,platform,latency,26.919,5.197,0.621,126.289,61.7,0
devops-ci-086-00638,2026-04-08,project-05,vertex-ai,global,sandbox,platform,reliability,39.068,7.049,0.398,83.003,56.156,1
devops-ci-086-00639,2026-04-09,project-09,cloud-run,global,staging,data,security,36.749,3.289,0.421,37.807,40.785,0
devops-ci-086-00640,2026-04-10,project-10,cloud-sql,asia-south1,prod,data,latency,58.956,7.681,0.17,113.278,61.027,0
devops-ci-086-00641,2026-04-11,project-03,compute,us-central1,staging,platform,security,20.79,14.908,0.464,93.757,71.975,1
devops-ci-086-00642,2026-04-12,project-02,cloud-sql,global,staging,backend,quality,37.56,9.997,0.183,158.529,65.996,0
devops-ci-086-00643,2026-04-13,project-08,vertex-ai,europe-west1,dev,mlops,quality,29.665,4.684,0.63,13.808,45.376,0
devops-ci-086-00644,2026-04-14,project-21,compute,us-east1,dev,platform,latency,56.748,15.062,0.497,127.867,91.049,1
devops-ci-086-00645,2026-04-15,project-19,pubsub,us-central1,staging,data,quality,60.22,3.928,0.499,108.774,63.57,1
devops-ci-086-00646,2026-04-16,project-15,gke,us-central1,prod,platform,security,60.163,12.69,0.446,43.527,72.625,1
devops-ci-086-00647,2026-04-17,project-02,vertex-ai,global,dev,finops,quality,60.535,5.28,0.374,45.672,53.258,0
devops-ci-086-00648,2026-04-18,project-12,vertex-ai,us-central1,dev,mlops,reliability,42.063,3.543,0.46,186.014,66.216,1
devops-ci-086-00649,2026-04-19,project-05,pubsub,asia-south1,dev,data,security,66.917,9.495,0.412,126.019,78.374,1
devops-ci-086-00650,2026-04-20,project-10,bigquery,europe-west1,staging,security,quality,28.194,10.022,0.349,6.051,46.35,0
devops-ci-086-00651,2026-04-21,project-06,bigquery,us-east1,prod,platform,quality,61.013,12.099,0.56,189.469,96.816,1
devops-ci-086-00652,2026-04-22,project-13,compute,us-central1,prod,backend,reliability,55.643,13.583,0.577,64.059,80.706,1
devops-ci-086-00653,2026-04-23,project-15,vertex-ai,global,dev,mlops,reliability,25.791,13.423,0.333,101.875,66.859,1
devops-ci-086-00654,2026-04-24,project-15,pubsub,asia-south1,dev,data,cost,40.435,33.72,0.398,132.431,100,1
devops-ci-086-00655,2026-04-25,project-20,bigquery,global,sandbox,backend,reliability,58.179,14.604,0.351,43.565,73.077,1
devops-ci-086-00656,2026-04-26,project-18,gke,us-east1,dev,security,quality,36.97,15.104,0.445,148.434,85.404,1
devops-ci-086-00657,2026-04-27,project-06,gke,us-central1,prod,data,reliability,88.542,15.255,0.306,164.391,100,1
devops-ci-086-00658,2026-04-28,project-12,pubsub,us-east1,sandbox,backend,quality,27.072,9.822,0.768,214.776,90.595,1
devops-ci-086-00659,2026-04-29,project-04,cloud-run,global,prod,data,quality,80.875,9.236,0.685,127.174,92.378,1
devops-ci-086-00660,2026-04-30,project-12,gke,europe-west1,sandbox,platform,cost,73.4,15.037,0.57,106.733,96.292,1
devops-ci-086-00661,2026-05-01,project-04,gke,us-central1,prod,backend,reliability,72.091,10.266,0.646,24.35,75.347,1
devops-ci-086-00662,2026-05-02,project-07,bigquery,europe-west1,staging,security,cost,63.641,8.855,0.807,31.006,75.703,1
devops-ci-086-00663,2026-05-03,project-12,bigquery,asia-south1,prod,data,cost,66.987,16.725,0.747,141.298,100,1
devops-ci-086-00664,2026-05-04,project-12,bigquery,asia-south1,dev,mlops,cost,34.587,4.787,0.621,8.576,46.261,0
devops-ci-086-00665,2026-05-05,project-20,bigquery,asia-south1,prod,security,security,77.571,4.049,0.37,20.394,52.522,0
