billing_record_id,usage_date,project_id,service_name,sku_category,environment,owning_team,gcp_region,usage_quantity,usage_unit,daily_cost_usd,committed_use_covered_pct,idle_resource_score,rightsizing_savings_usd,label_compliance,budget_threshold_pct,cost_anomaly
bill-014542,2026-05-22,analytics-dev,Cloud SQL,network,prod,backend,us-central1,3379.885,node_hour,199.78,0.08,0.246,15.84,1,112.87,0
bill-014543,2026-05-23,shared-services,Cloud SQL,storage,sandbox,platform,global,7569.37,node_hour,18.89,0.69,0.829,6.01,0,55.56,0
bill-014544,2026-05-24,sandbox,BigQuery,network,prod,platform,global,6843.545,request,185.19,0.95,0.319,9.1,1,88.61,0
bill-014545,2026-05-25,analytics-dev,Pub/Sub,storage,staging,backend,global,2686.97,slot_hour,10.95,0.49,0.826,3.92,1,66.77,0
bill-014546,2026-05-26,analytics-dev,GKE,storage,dev,mlops,us-east1,7179.161,request,97.18,0.11,0.529,22.83,1,141.87,0
bill-014547,2026-05-27,ml-prod,Compute Engine,query,prod,data,us-east1,5832.465,hour,91.64,0.28,0.248,7.14,1,59.9,0
bill-014548,2026-05-28,analytics-dev,GKE,memory,prod,backend,us-central1,5179.088,gibibyte,243.89,0.23,0.313,28.69,1,101.2,0
bill-014549,2026-05-29,payments-prod,Vertex AI,memory,prod,finops,us-central1,5613.345,slot_hour,376.35,0.57,0.048,8.75,1,130.22,0
bill-014550,2026-05-30,data-platform,Cloud SQL,training,dev,backend,europe-west1,1166.697,gibibyte,31.38,0.95,0.618,8.02,1,62.14,0
bill-014551,2026-05-31,analytics-dev,GKE,storage,staging,finops,global,5574.801,slot_hour,111.71,0.09,0.964,16.66,1,105.39,0
bill-014552,2026-06-01,analytics-dev,Cloud Storage,storage,prod,finops,global,947.171,hour,95.84,0.23,0.437,15.63,1,131.29,0
bill-014553,2026-06-02,sandbox,GKE,storage,staging,backend,europe-west1,426.288,gibibyte,118.23,0.58,0.525,23.96,1,111.54,0
bill-014554,2026-06-03,analytics-dev,Vertex AI,memory,sandbox,backend,us-east1,6898.731,hour,59.8,0.41,0.457,7.68,1,108.73,0
bill-014555,2026-06-04,analytics-dev,BigQuery,cpu,prod,data,us-east1,4403.507,gibibyte,164.16,0.56,0.241,7.27,1,78.55,0
bill-014556,2026-06-05,payments-prod,Pub/Sub,training,prod,mlops,global,3804.554,gibibyte,85.84,0.79,0.143,6.41,1,180,1
bill-014557,2026-06-06,data-platform,GKE,database,prod,data,europe-west1,3357.267,hour,430.52,0.23,0.515,91.46,1,178.64,0
bill-014558,2026-06-07,ml-prod,Cloud SQL,network,prod,backend,europe-west1,982.631,request,122.74,0.55,0.341,9.05,0,69.34,0
bill-014559,2026-06-08,analytics-dev,Vertex AI,storage,prod,backend,us-east1,2987.537,request,278.09,0.54,0.437,38.39,1,96.22,0
bill-014560,2026-06-09,ml-prod,BigQuery,database,prod,data,us-central1,854.304,request,282.89,0.49,0.488,75.54,1,135.35,0
bill-014561,2026-06-10,sandbox,Compute Engine,network,prod,finops,us-east1,4302.09,gibibyte,169.39,0.4,0.162,5.49,1,110.71,0
bill-014562,2026-06-11,analytics-dev,GKE,training,prod,finops,us-east1,5658.004,request,167.94,0.74,0.469,13.5,1,69.68,0
bill-014563,2026-06-12,sandbox,Vertex AI,database,prod,platform,global,5841.337,request,643.35,0.41,0.428,46.82,1,180,1
bill-014564,2026-06-13,analytics-dev,Pub/Sub,database,sandbox,data,global,79.821,node_hour,6.65,0.17,0.513,0.8,1,87.5,0
bill-014565,2026-06-14,data-platform,Pub/Sub,storage,prod,data,global,6426.046,node_hour,29.27,0.29,0.294,2.02,1,80.86,0
bill-014566,2026-06-15,ml-prod,GKE,query,prod,finops,us-east1,7125.942,hour,325.38,0.19,0.304,49.9,1,135.01,0
bill-014567,2026-06-16,shared-services,BigQuery,memory,dev,mlops,us-central1,4851.512,hour,88.39,0.07,0.338,15.46,1,148.55,0
bill-014568,2026-06-17,analytics-dev,Cloud Storage,network,prod,data,asia-south1,7084.799,node_hour,121.82,0.93,0.183,6.23,1,166.88,0
bill-014569,2026-06-18,sandbox,Compute Engine,database,prod,platform,asia-south1,886.025,hour,65.6,0.81,0.182,4.81,1,42.88,0
bill-014570,2026-06-19,analytics-dev,Compute Engine,database,staging,mlops,us-east1,1792.781,gibibyte,44.83,0.62,0.592,12.12,1,66.41,0
bill-014571,2026-06-20,data-platform,Compute Engine,query,prod,finops,us-east1,5330.371,hour,139.84,0.48,0.408,22.87,1,91.4,0
bill-014572,2026-06-21,shared-services,GKE,query,sandbox,backend,us-central1,3523.363,slot_hour,42.59,0.41,0.582,11.68,1,92.59,0
bill-014573,2026-06-22,ml-prod,Cloud SQL,cpu,sandbox,mlops,europe-west1,4612.831,slot_hour,29.98,0.59,0.411,2.71,1,88.18,0
bill-014574,2026-06-23,shared-services,GKE,training,prod,platform,us-east1,90.888,request,202.61,0.52,0.265,23.87,1,84.07,0
bill-014575,2026-06-24,analytics-dev,Cloud Storage,storage,dev,backend,us-central1,2707.39,slot_hour,14.3,0.34,0.929,3.86,1,67.29,0
bill-014576,2026-06-25,shared-services,Compute Engine,network,dev,mlops,europe-west1,3535.166,gibibyte,28.24,0.3,0.361,2.39,1,64.55,0
bill-014577,2026-06-26,shared-services,GKE,training,dev,finops,us-east1,2267.362,hour,34.19,0.77,0.522,5.23,1,49.91,0
bill-014578,2026-06-27,sandbox,Compute Engine,cpu,prod,platform,europe-west1,797.987,slot_hour,81.96,0.86,0.412,5.22,1,53.57,0
bill-014579,2026-06-28,ml-prod,Pub/Sub,network,staging,data,asia-south1,2864.26,gibibyte,17.36,0.64,0.808,7.27,1,105.85,0
bill-014580,2026-06-29,payments-prod,GKE,database,prod,backend,global,5236.789,hour,282.54,0.77,0.364,28.22,0,117.24,0
bill-014581,2026-01-01,sandbox,GKE,training,prod,data,us-central1,4155.41,hour,298.08,0.08,0.11,16.54,1,123.68,0
bill-014582,2026-01-02,shared-services,Pub/Sub,database,staging,mlops,us-central1,1052.387,node_hour,9.65,0.84,0.521,0.98,1,58.84,0
bill-014583,2026-01-03,ml-prod,Pub/Sub,training,prod,finops,us-east1,689.493,hour,47.02,0.64,0.478,7.82,1,129.89,0
bill-014584,2026-01-04,analytics-dev,Pub/Sub,storage,prod,finops,global,5887.87,hour,48.28,0.25,0.366,7.12,1,133.37,0
bill-014585,2026-01-05,shared-services,Compute Engine,storage,sandbox,data,global,3712.188,request,20.3,0.77,0.964,5.59,1,68.81,0
bill-014586,2026-01-06,sandbox,Cloud SQL,cpu,prod,platform,us-central1,1972.904,slot_hour,86.45,0.94,0.765,33.22,1,48.84,0
bill-014587,2026-01-07,sandbox,Pub/Sub,database,prod,mlops,asia-south1,5471.867,slot_hour,32.08,0.51,0.313,1.91,1,88.62,0
bill-014588,2026-01-08,analytics-dev,Compute Engine,memory,staging,mlops,us-east1,6100.984,request,83.08,0.43,0.401,12.04,1,123.08,0
bill-014589,2026-01-09,sandbox,GKE,database,dev,data,us-central1,3703.919,node_hour,40.79,0.13,0.606,6.88,1,59.55,0
bill-014590,2026-01-10,ml-prod,Compute Engine,storage,prod,data,global,246.954,gibibyte,179.1,0.83,0.275,24.42,1,117.06,0
bill-014591,2026-01-11,ml-prod,Cloud Storage,database,staging,platform,europe-west1,2250.133,node_hour,28.92,0.36,0.877,9.32,1,88.98,0
bill-014592,2026-01-12,analytics-dev,Cloud Storage,database,prod,finops,europe-west1,277.691,slot_hour,88.97,0.27,0.021,0.3,1,121.88,0
bill-014593,2026-01-13,data-platform,BigQuery,database,dev,backend,asia-south1,6904.435,hour,61.2,0.41,0.528,14.61,1,102.86,0
bill-014594,2026-01-14,shared-services,GKE,memory,prod,finops,europe-west1,431.712,hour,299.34,0.42,0.324,17.7,1,124.21,0
bill-014595,2026-01-15,data-platform,Compute Engine,training,prod,finops,asia-south1,1902.349,request,348.51,0.88,0.433,30.05,1,180,1
bill-014596,2026-01-16,shared-services,Compute Engine,memory,sandbox,data,asia-south1,811.558,slot_hour,18.68,0.16,0.302,2.5,1,63.32,0
bill-014597,2026-01-17,ml-prod,BigQuery,query,sandbox,mlops,europe-west1,5663.316,hour,28.28,0.62,0.476,2.57,1,70.7,0
bill-014598,2026-01-18,analytics-dev,GKE,storage,prod,mlops,asia-south1,185.636,gibibyte,175.13,0.46,0.319,10.64,1,72.67,0
bill-014599,2026-01-19,sandbox,Vertex AI,cpu,prod,backend,global,1029.972,slot_hour,569.29,0.32,0.202,45.0,1,180,0
bill-014600,2026-01-20,payments-prod,Cloud SQL,database,dev,finops,global,6488.742,gibibyte,50.55,0.49,0.555,8.53,0,100.1,0
bill-014601,2026-01-21,ml-prod,Cloud SQL,storage,dev,mlops,global,4168.513,hour,33.03,0.69,0.233,3.79,1,65.41,0
bill-014602,2026-01-22,ml-prod,Cloud SQL,cpu,sandbox,finops,asia-south1,2356.63,gibibyte,36.79,0.11,0.632,6.27,0,108.21,0
bill-014603,2026-01-23,shared-services,Compute Engine,storage,dev,mlops,asia-south1,2304.043,slot_hour,29.13,0.8,0.606,9.7,1,66.58,0
bill-014604,2026-01-24,analytics-dev,Cloud Storage,database,prod,data,us-central1,1179.968,request,114.18,0.43,0.326,17.52,0,156.41,0
bill-014605,2026-01-25,sandbox,Pub/Sub,database,prod,platform,global,6790.282,hour,18.17,0.82,0.224,0.72,1,50.19,0
bill-014606,2026-01-26,shared-services,Cloud Storage,network,prod,mlops,global,6699.034,node_hour,127.41,0.5,0.287,16.64,0,174.53,0
bill-014607,2026-01-27,analytics-dev,Cloud SQL,database,prod,platform,asia-south1,7741.613,gibibyte,230.73,0.34,0.153,12.38,1,130.36,0
bill-014608,2026-01-28,payments-prod,Compute Engine,cpu,prod,data,us-central1,3156.174,gibibyte,168.0,0.94,0.33,19.31,1,109.8,0
bill-014609,2026-01-29,data-platform,Cloud SQL,training,sandbox,data,europe-west1,5396.3,request,72.8,0.83,0.978,26.6,1,180,1
bill-014610,2026-01-30,payments-prod,Compute Engine,database,prod,platform,global,6898.519,slot_hour,202.99,0.16,0.079,4.94,1,132.67,0
bill-014611,2026-01-31,analytics-dev,Vertex AI,memory,sandbox,finops,europe-west1,7554.658,gibibyte,33.49,0.65,0.502,4.37,1,60.89,0
bill-014612,2026-02-01,payments-prod,Compute Engine,memory,prod,data,global,6114.256,node_hour,131.52,0.25,0.365,17.31,1,85.96,0
bill-014613,2026-02-02,sandbox,Vertex AI,memory,sandbox,finops,europe-west1,1728.149,hour,51.96,0.91,0.369,6.34,1,94.47,0
bill-014614,2026-02-03,analytics-dev,Vertex AI,storage,prod,mlops,asia-south1,467.185,hour,442.0,0.59,0.386,53.24,1,152.94,0
bill-014615,2026-02-04,shared-services,Vertex AI,cpu,prod,data,us-east1,5814.031,request,655.79,0.23,0.315,38.62,1,180,1
bill-014616,2026-02-05,data-platform,GKE,training,staging,backend,us-central1,1923.236,request,44.84,0.71,0.683,12.59,1,42.3,0
bill-014617,2026-02-06,payments-prod,Pub/Sub,database,prod,finops,us-east1,2133.219,hour,29.38,0.37,0.538,7.97,1,81.16,0
bill-014618,2026-02-07,data-platform,Compute Engine,query,staging,data,us-east1,813.423,node_hour,87.86,0.59,0.567,14.8,0,130.16,0
bill-014619,2026-02-08,shared-services,GKE,database,staging,platform,europe-west1,5033.753,node_hour,77.21,0.28,0.299,11.24,1,72.84,0
bill-014620,2026-02-09,sandbox,BigQuery,training,dev,finops,us-east1,1864.869,hour,67.88,0.27,0.35,6.7,1,114.08,0
bill-014621,2026-02-10,analytics-dev,Cloud Storage,query,prod,mlops,us-east1,5952.89,hour,35.9,0.58,0.432,5.64,1,49.18,0
bill-014622,2026-02-11,ml-prod,BigQuery,network,staging,finops,us-central1,5578.057,gibibyte,59.47,0.43,0.419,12.47,1,64.64,0
bill-014623,2026-02-12,data-platform,Pub/Sub,storage,sandbox,mlops,global,904.899,gibibyte,3.64,0.52,0.853,0.88,1,47.89,0
bill-014624,2026-02-13,sandbox,Cloud Storage,training,prod,platform,us-east1,4997.822,gibibyte,85.06,0.56,0.309,8.69,1,116.52,0
bill-014625,2026-02-14,shared-services,Vertex AI,storage,sandbox,finops,global,3330.189,gibibyte,31.0,0.2,0.799,5.05,1,56.36,0
bill-014626,2026-02-15,data-platform,BigQuery,storage,staging,finops,asia-south1,7624.574,slot_hour,47.65,0.66,0.774,12.93,1,51.79,0
bill-014627,2026-02-16,ml-prod,Compute Engine,cpu,dev,finops,asia-south1,4968.526,node_hour,30.3,0.17,0.708,7.33,0,69.26,0
bill-014628,2026-02-17,payments-prod,Vertex AI,network,sandbox,backend,us-central1,6857.584,request,54.47,0.89,0.662,11.78,1,99.04,0
bill-014629,2026-02-18,sandbox,Pub/Sub,database,dev,finops,europe-west1,2380.526,request,5.52,0.34,0.549,1.43,1,50.64,0
bill-014630,2026-02-19,analytics-dev,Vertex AI,network,staging,mlops,global,4316.663,gibibyte,272.15,0.37,0.278,20.2,1,180,0
bill-014631,2026-02-20,data-platform,GKE,query,prod,data,us-east1,4565.512,request,345.78,0.42,0,0.0,1,143.48,0
bill-014632,2026-02-21,analytics-dev,Cloud Storage,database,sandbox,platform,us-central1,4925.505,slot_hour,5.41,0.07,0.644,1.82,1,37.31,0
bill-014633,2026-02-22,data-platform,Vertex AI,cpu,dev,backend,global,7850.945,request,131.83,0.44,0.816,56.73,1,160.77,0
bill-014634,2026-02-23,shared-services,Pub/Sub,training,staging,mlops,asia-south1,3220.194,gibibyte,16.19,0.82,0.492,3.29,1,98.72,0
bill-014635,2026-02-24,analytics-dev,Cloud Storage,storage,sandbox,mlops,global,4671.222,hour,11.13,0.51,0.49,2.54,1,76.76,0
bill-014636,2026-02-25,shared-services,BigQuery,database,staging,platform,europe-west1,4851.893,gibibyte,75.2,0.31,0.629,21.03,1,81.74,0
bill-014637,2026-02-26,sandbox,GKE,database,sandbox,platform,us-central1,4863.35,request,31.58,0.75,0.447,7.29,1,68.65,0
bill-014638,2026-02-27,data-platform,Cloud Storage,training,prod,backend,asia-south1,2060.428,request,36.99,0.43,0.399,6.39,1,50.67,0
bill-014639,2026-02-28,analytics-dev,BigQuery,memory,prod,data,global,2313.097,request,265.2,0.65,0.002,0.19,1,126.89,0
bill-014640,2026-03-01,ml-prod,Pub/Sub,cpu,sandbox,platform,us-central1,1279.503,hour,6.83,0.86,0.196,0.65,1,89.87,0
bill-014641,2026-03-02,ml-prod,Compute Engine,cpu,staging,platform,asia-south1,5541.524,gibibyte,45.06,0.69,0.653,12.21,1,66.76,0
bill-014642,2026-03-03,sandbox,Vertex AI,query,prod,data,us-east1,5148.309,request,180.95,0.66,0.406,31.62,1,62.61,0
bill-014643,2026-03-04,payments-prod,GKE,training,dev,finops,us-east1,5347.111,gibibyte,45.63,0.13,0.576,6.5,1,66.61,0
bill-014644,2026-03-05,shared-services,Cloud Storage,training,staging,data,global,5676.194,node_hour,38.67,0.71,0.683,5.62,1,118.98,0
bill-014645,2026-03-06,payments-prod,BigQuery,storage,dev,platform,europe-west1,6045.903,hour,63.3,0.8,0.663,9.07,1,106.39,0
bill-014646,2026-03-07,sandbox,Compute Engine,network,prod,mlops,europe-west1,3379.727,gibibyte,184.87,0.25,0.416,28.98,1,120.83,0
bill-014647,2026-03-08,shared-services,Pub/Sub,network,prod,mlops,us-central1,6885.968,request,25.04,0.57,0.339,3.64,1,69.17,0
bill-014648,2026-03-09,data-platform,Cloud SQL,network,prod,backend,us-east1,2717.602,gibibyte,168.7,0.85,0.441,13.92,1,95.31,0
bill-014649,2026-03-10,analytics-dev,GKE,query,dev,mlops,europe-west1,7291.804,hour,52.2,0.44,0.8,20.55,1,76.2,0
bill-014650,2026-03-11,sandbox,Pub/Sub,network,prod,backend,global,7906.198,node_hour,26.23,0.51,0.158,1.43,1,72.46,0
bill-014651,2026-03-12,analytics-dev,GKE,memory,prod,backend,europe-west1,987.517,slot_hour,125.93,0.12,0.293,17.25,1,52.25,0
bill-014652,2026-03-13,payments-prod,Compute Engine,network,prod,mlops,us-central1,2445.025,slot_hour,393.7,0.7,0.309,40.55,1,180,1
bill-014653,2026-03-14,shared-services,GKE,query,dev,finops,us-central1,2131.079,node_hour,110.8,0.29,0.454,12.45,1,161.75,0
bill-014654,2026-03-15,sandbox,GKE,training,prod,finops,asia-south1,5007.076,request,488.08,0.21,0,0.0,1,180,0
bill-014655,2026-03-16,shared-services,Cloud SQL,network,prod,mlops,europe-west1,6079.666,node_hour,330.42,0.72,0.415,44.07,1,180,0
bill-014656,2026-03-17,payments-prod,Compute Engine,training,prod,data,asia-south1,1528.545,node_hour,145.91,0.18,0.249,18.1,1,95.37,0
bill-014657,2026-03-18,data-platform,BigQuery,storage,prod,finops,europe-west1,3575.674,hour,224.17,0.81,0.53,61.59,1,107.26,0
bill-014658,2026-03-19,ml-prod,Pub/Sub,cpu,prod,backend,europe-west1,1057.481,hour,27.85,0.71,0.438,5.67,0,76.93,0
bill-014659,2026-03-20,shared-services,Compute Engine,cpu,prod,mlops,asia-south1,7191.462,request,137.97,0.58,0.499,13.99,1,90.18,0
bill-014660,2026-03-21,ml-prod,GKE,network,sandbox,mlops,asia-south1,766.469,hour,64.98,0.92,0.55,12.81,1,141.26,0
bill-014661,2026-03-22,ml-prod,Vertex AI,query,sandbox,data,europe-west1,5061.132,node_hour,54.58,0.16,0.273,3.01,1,99.24,0
bill-014662,2026-03-23,payments-prod,BigQuery,cpu,staging,mlops,global,2906.77,request,120.31,0.74,0.626,21.19,1,130.77,0
bill-014663,2026-03-24,shared-services,Compute Engine,query,dev,finops,asia-south1,2837.928,hour,39.44,0.08,0.594,11.45,1,90.15,0
bill-014664,2026-03-25,payments-prod,Compute Engine,storage,sandbox,mlops,global,817.364,gibibyte,88.42,0.86,0.536,13.8,1,180,1
bill-014665,2026-03-26,analytics-dev,Cloud SQL,storage,prod,backend,us-east1,3063.829,gibibyte,92.49,0.1,0.106,2.4,1,52.25,0
bill-014666,2026-03-27,analytics-dev,Cloud SQL,cpu,prod,mlops,us-east1,5935.408,node_hour,102.53,0.19,0.668,32.19,1,57.93,0
bill-014667,2026-03-28,shared-services,Vertex AI,storage,dev,platform,europe-west1,4012.972,gibibyte,68.07,0.7,0.576,13.21,1,83.01,0
bill-014668,2026-03-29,ml-prod,Compute Engine,training,prod,backend,us-central1,7487.83,slot_hour,285.0,0.64,0.302,43.8,1,180,0
bill-014669,2026-03-30,ml-prod,Pub/Sub,query,dev,data,asia-south1,1704.49,node_hour,15.94,0.23,0.637,2.18,1,146.24,0
bill-014670,2026-03-31,analytics-dev,Cloud SQL,storage,prod,backend,us-central1,5046.216,node_hour,103.59,0.2,0.307,6.78,1,58.53,0
bill-014671,2026-04-01,ml-prod,Cloud SQL,storage,dev,mlops,us-central1,6359.977,node_hour,41.49,0.81,0.568,11.37,1,82.16,0
bill-014672,2026-04-02,ml-prod,Compute Engine,training,dev,data,asia-south1,7757.297,request,46.33,0.84,0.888,19.47,1,105.9,0
bill-014673,2026-04-03,analytics-dev,BigQuery,storage,prod,platform,us-east1,3635.267,hour,370.2,0.27,0.607,110.62,1,177.13,0
bill-014674,2026-04-04,analytics-dev,Cloud Storage,cpu,prod,finops,europe-west1,4470.976,node_hour,93.45,0.21,0.052,1.79,1,128.01,0
bill-014675,2026-04-05,ml-prod,Pub/Sub,database,staging,data,global,5291.282,hour,40.63,0.65,0.486,7.52,1,180,1
bill-014676,2026-04-06,data-platform,Cloud SQL,query,staging,mlops,asia-south1,4141.493,slot_hour,50.69,0.23,0.714,9.41,1,64.99,0
bill-014677,2026-04-07,shared-services,Vertex AI,query,staging,finops,us-east1,2789.073,hour,91.62,0.82,0.586,14.72,1,72.14,0
bill-014678,2026-04-08,analytics-dev,Vertex AI,cpu,dev,platform,asia-south1,6258.699,request,170.34,0.48,0.725,31.24,1,180,0
bill-014679,2026-04-09,data-platform,GKE,storage,dev,mlops,europe-west1,4063.076,slot_hour,83.04,0.93,0.621,18.0,0,121.23,0
bill-014680,2026-04-10,payments-prod,GKE,memory,sandbox,mlops,global,2060.208,node_hour,38.96,0.23,0.838,8.06,1,84.7,0
bill-014681,2026-04-11,ml-prod,BigQuery,database,staging,backend,asia-south1,1981.312,request,240.99,0.44,0.798,34.07,1,180,1
bill-014682,2026-04-12,ml-prod,Cloud Storage,database,prod,backend,europe-west1,7754.759,hour,47.92,0.67,0.357,4.82,1,65.64,0
bill-014683,2026-04-13,ml-prod,Cloud SQL,storage,prod,backend,global,5027.279,gibibyte,253.2,0.22,0.308,40.49,1,143.05,0
bill-014684,2026-04-14,shared-services,Vertex AI,network,prod,mlops,global,58.252,node_hour,240.68,0.09,0.329,15.59,1,83.28,0
bill-014685,2026-04-15,payments-prod,GKE,storage,sandbox,finops,asia-south1,3133.939,gibibyte,31.84,0.17,0.424,4.05,1,69.22,0
bill-014686,2026-04-16,data-platform,Compute Engine,storage,prod,platform,global,5794.281,node_hour,112.38,0.06,0.327,9.88,1,73.45,0
bill-014687,2026-04-17,analytics-dev,Compute Engine,storage,dev,mlops,europe-west1,7525.419,hour,168.44,0.38,0.496,37.56,1,180,1
bill-014688,2026-04-18,sandbox,Cloud SQL,database,prod,data,europe-west1,3162.267,gibibyte,172.51,0.74,0.392,28.43,1,97.46,0
bill-014689,2026-04-19,payments-prod,GKE,database,prod,platform,europe-west1,3336.309,gibibyte,513.63,0.14,0.148,18.05,1,180,0
bill-014690,2026-04-20,shared-services,Compute Engine,training,prod,platform,asia-south1,7514.771,gibibyte,149.39,0.07,0.556,27.33,1,97.64,0
bill-014691,2026-04-21,ml-prod,Cloud SQL,network,dev,data,europe-west1,7577.617,node_hour,58.84,0.55,0.441,12.69,1,116.51,0
bill-014692,2026-04-22,analytics-dev,BigQuery,database,sandbox,data,asia-south1,7713.665,slot_hour,23.16,0.49,0.681,2.83,1,57.9,0
bill-014693,2026-04-23,data-platform,Vertex AI,database,sandbox,platform,asia-south1,5654.84,gibibyte,76.08,0.14,0.424,13.63,1,138.33,0
bill-014694,2026-04-24,analytics-dev,Vertex AI,database,prod,backend,us-east1,1112.458,slot_hour,160.35,0.31,0.556,22.8,0,55.48,0
bill-014695,2026-04-25,shared-services,BigQuery,network,staging,data,europe-west1,4749.931,gibibyte,69.77,0.11,0.602,16.95,1,75.84,0
bill-014696,2026-04-26,data-platform,Compute Engine,query,staging,finops,europe-west1,855.093,request,48.51,0.77,0.584,8.56,1,71.87,0
bill-014697,2026-04-27,analytics-dev,GKE,database,prod,mlops,global,5583.474,node_hour,187.52,0.53,0.511,24.5,1,77.81,0
bill-014698,2026-04-28,data-platform,GKE,network,prod,data,us-east1,761.268,hour,139.39,0.39,0.389,10.22,1,57.84,0
bill-014699,2026-04-29,sandbox,Compute Engine,query,prod,backend,global,3730.31,request,214.96,0.79,0.092,3.07,0,140.5,0
bill-014700,2026-04-30,sandbox,GKE,network,prod,finops,asia-south1,465.324,slot_hour,318.34,0.62,0.148,10.02,1,132.09,0
bill-014701,2026-05-01,ml-prod,Cloud SQL,storage,prod,backend,europe-west1,463.587,hour,294.99,0.71,0.121,17.11,1,166.66,0
bill-014702,2026-05-02,data-platform,Pub/Sub,query,prod,platform,us-east1,3622.604,request,56.54,0.31,0.186,3.11,1,156.19,0
bill-014703,2026-05-03,shared-services,Cloud Storage,cpu,prod,platform,us-east1,6919.344,slot_hour,81.35,0.19,0.26,7.03,1,111.44,0
bill-014704,2026-05-04,ml-prod,Cloud SQL,cpu,dev,backend,europe-west1,284.345,gibibyte,51.72,0.08,0.645,10.76,1,102.42,0
bill-014705,2026-05-05,data-platform,GKE,query,dev,data,asia-south1,1792.087,gibibyte,93.15,0.66,0.998,28.43,1,135.99,0
bill-014706,2026-05-06,payments-prod,GKE,database,staging,data,global,5644.17,hour,117.02,0.82,0.674,34.72,1,110.4,0
bill-014707,2026-05-07,shared-services,BigQuery,training,prod,finops,us-central1,7606.665,hour,226.28,0.63,0.272,14.87,1,108.27,0
bill-014708,2026-05-08,ml-prod,Cloud SQL,network,dev,finops,asia-south1,5532.229,gibibyte,102.47,0.74,0.379,16.89,1,180,0
bill-014709,2026-05-09,ml-prod,GKE,network,prod,data,us-central1,7404.096,hour,175.67,0.1,0.593,46.0,1,72.89,0
bill-014710,2026-05-10,data-platform,Pub/Sub,storage,sandbox,finops,asia-south1,4297.093,slot_hour,4.07,0.49,0.543,0.87,1,53.55,0
bill-014711,2026-05-11,shared-services,Vertex AI,memory,prod,platform,asia-south1,2495.812,node_hour,322.6,0.32,0.55,52.71,1,111.63,0
bill-014712,2026-05-12,payments-prod,Cloud Storage,training,prod,data,asia-south1,6226.888,gibibyte,90.97,0.49,0.585,23.5,1,124.62,0
bill-014713,2026-05-13,data-platform,Cloud SQL,database,dev,mlops,us-central1,955.572,slot_hour,43.07,0.48,0.781,6.74,1,85.29,0
bill-014714,2026-05-14,sandbox,Compute Engine,memory,prod,backend,global,3298.12,gibibyte,245.97,0.63,0.287,34.96,1,160.76,0
bill-014715,2026-05-15,payments-prod,GKE,memory,staging,platform,asia-south1,3723.233,request,121.9,0.53,0.628,16.78,1,115.0,0
bill-014716,2026-05-16,data-platform,Compute Engine,query,prod,platform,asia-south1,3328.651,gibibyte,71.11,0.94,0.429,14.51,1,46.48,0
bill-014717,2026-05-17,ml-prod,Cloud SQL,memory,dev,data,us-central1,6479.981,gibibyte,99.42,0.48,0.326,11.04,1,180,0
bill-014718,2026-05-18,analytics-dev,Cloud Storage,storage,dev,finops,global,7957.296,request,17.95,0.28,0.455,3.95,1,84.47,0
bill-014719,2026-05-19,payments-prod,Compute Engine,storage,prod,finops,us-central1,7536.054,slot_hour,96.14,0.15,0.394,17.48,1,62.84,0
bill-014720,2026-05-20,analytics-dev,GKE,database,prod,finops,asia-south1,7475.873,gibibyte,263.45,0.9,0.198,18.75,1,109.32,0
bill-014721,2026-05-21,sandbox,Pub/Sub,memory,sandbox,data,us-central1,7442.846,slot_hour,8.74,0.81,0.862,1.48,1,115.0,0
bill-014722,2026-05-22,data-platform,Pub/Sub,network,prod,platform,asia-south1,1493.456,hour,44.44,0.57,0.212,3.8,1,122.76,0
bill-014723,2026-05-23,payments-prod,Pub/Sub,memory,staging,mlops,europe-west1,3107.642,hour,16.75,0.83,0.644,2.38,1,102.13,0
bill-014724,2026-05-24,data-platform,BigQuery,query,dev,platform,asia-south1,293.991,request,57.77,0.83,0.585,7.47,1,97.09,0
bill-014725,2026-05-25,shared-services,Pub/Sub,network,staging,finops,us-east1,5191.563,node_hour,14.66,0.14,0.75,3.55,1,89.39,0
bill-014726,2026-05-26,analytics-dev,Vertex AI,query,dev,data,europe-west1,6698.816,slot_hour,56.97,0.61,0.745,21.18,1,69.48,0
bill-014727,2026-05-27,data-platform,GKE,database,dev,data,europe-west1,4472.746,hour,70.15,0.36,0.522,11.73,1,102.41,0
bill-014728,2026-05-28,shared-services,Cloud SQL,storage,staging,finops,us-central1,7588.419,gibibyte,78.75,0.43,0.826,21.51,1,100.96,0
bill-014729,2026-05-29,analytics-dev,Compute Engine,database,dev,data,us-east1,2801.617,hour,44.18,0.94,0.565,8.06,1,100.98,0
bill-014730,2026-05-30,analytics-dev,Cloud SQL,query,dev,platform,global,7667.57,slot_hour,49.75,0.1,0.679,16.84,1,98.51,0
bill-014731,2026-05-31,sandbox,BigQuery,storage,prod,backend,us-central1,4868.257,hour,288.27,0.69,0.428,53.12,1,137.93,0
bill-014732,2026-06-01,data-platform,Pub/Sub,cpu,dev,finops,us-east1,7747.933,slot_hour,6.3,0.85,0.404,0.8,1,57.8,0
bill-014733,2026-06-02,analytics-dev,Pub/Sub,query,prod,mlops,europe-west1,1774.891,request,33.15,0.67,0.33,5.11,1,91.57,0
