evaluation_id,evaluation_timestamp,question_domain,prompt_template_version,model_name,retrieval_top_k,retrieved_context_count,context_relevance_score,groundedness_score,answer_similarity_score,citation_coverage_pct,response_latency_ms,input_tokens,output_tokens,estimated_cost_usd,hallucination_flag,evaluation_passed
rag-eval-007011,2026-02-23T13:10:00+00:00,gke,v2,gemini-1.5-pro,5,4,0.909,1,0.986,100,1009,894,363,0.00225,0,1
rag-eval-007012,2026-02-23T13:21:00+00:00,terraform,v1,openai-gpt-4o-mini,8,6,0.809,0.789,0.818,69.86,1379,1179,423,0.00242,0,1
rag-eval-007013,2026-02-23T13:32:00+00:00,vertex-ai,v3,claude-haiku,3,1,0.596,0.406,0.289,29.78,1165,606,373,0.00273,1,0
rag-eval-007014,2026-02-23T13:43:00+00:00,terraform,v2,gemini-1.5-flash,8,8,0.667,0.662,0.466,64.18,1137,1351,590,0.00425,0,1
rag-eval-007015,2026-02-23T13:54:00+00:00,gke,v3,gemini-1.5-pro,5,4,0.756,0.894,0.84,100,1006,830,282,0.0023,0,1
rag-eval-007016,2026-02-23T14:05:00+00:00,bigquery,v3,openai-gpt-4o-mini,3,2,0.769,0.78,0.581,71.66,976,642,321,0.00022,0,1
rag-eval-007017,2026-02-23T14:16:00+00:00,bigquery,v2,openai-gpt-4o-mini,8,8,0.765,0.844,0.948,100,1276,1469,424,0.0059,0,1
rag-eval-007018,2026-02-23T14:27:00+00:00,gke,v1,gemini-1.5-flash,5,2,1,0.982,1,88.21,1551,927,451,0.00131,0,1
rag-eval-007019,2026-02-23T14:38:00+00:00,terraform,v3,claude-haiku,5,4,0.7,0.731,0.697,56.1,1361,1151,432,0.00486,0,1
rag-eval-007020,2026-02-23T14:49:00+00:00,bigquery,v2,openai-gpt-4o-mini,8,8,0.545,0.406,0.533,37.66,1476,1461,469,0.00571,1,0
rag-eval-007021,2026-02-23T15:00:00+00:00,security,v1,claude-haiku,10,9,0.688,0.564,0.527,63.74,1697,1428,710,0.00125,0,0
rag-eval-007022,2026-02-23T15:11:00+00:00,gke,v2,claude-haiku,5,1,0.543,0.465,0.561,60.71,1102,1160,342,0.00292,1,0
rag-eval-007023,2026-02-23T15:22:00+00:00,cloud-run,v1,openai-gpt-4o-mini,8,6,0.662,0.728,0.86,80.39,1094,1257,512,0.00122,0,1
rag-eval-007024,2026-02-23T15:33:00+00:00,vertex-ai,v2,gemini-1.5-pro,8,6,0.665,0.62,0.764,59.15,1377,1151,484,0.00255,0,0
rag-eval-007025,2026-02-23T15:44:00+00:00,vertex-ai,v2,openai-gpt-4o-mini,10,9,0.777,0.855,0.741,100,1347,1098,468,0.00278,0,1
rag-eval-007026,2026-02-23T15:55:00+00:00,cloud-run,v3,gemini-1.5-flash,5,4,0.903,0.865,0.847,100,1548,1015,412,0.00432,0,1
rag-eval-007027,2026-02-23T16:06:00+00:00,gke,v3,claude-haiku,3,1,0.275,0.21,0.064,25.47,1234,638,361,0.00055,1,0
rag-eval-007028,2026-02-23T16:17:00+00:00,security,v2,openai-gpt-4o-mini,8,5,0.836,1,1,100,1632,1230,639,0.00189,0,1
rag-eval-007029,2026-02-23T16:28:00+00:00,vertex-ai,v1,gemini-1.5-pro,3,3,0.77,0.857,0.939,67.07,1273,933,385,0.00356,0,1
rag-eval-007030,2026-02-23T16:39:00+00:00,cloud-run,v2,claude-haiku,3,2,0.66,0.576,0.552,61.65,1193,963,556,0.00244,0,0
rag-eval-007031,2026-02-23T16:50:00+00:00,security,v3,openai-gpt-4o-mini,5,5,0.9,0.912,0.975,100,931,1061,477,0.0036,0,1
rag-eval-007032,2026-02-23T17:01:00+00:00,cloud-run,v3,gemini-1.5-pro,8,7,0.541,0.453,0.327,37.75,1040,1616,518,0.00233,1,0
rag-eval-007033,2026-02-23T17:12:00+00:00,security,v3,gemini-1.5-flash,8,7,0.644,0.559,0.587,41.9,1090,1183,561,0.0035,0,0
rag-eval-007034,2026-02-23T17:23:00+00:00,cloud-run,v1,claude-haiku,10,7,0.825,0.946,0.866,98.33,1203,1687,920,0.00061,0,1
rag-eval-007035,2026-02-23T17:34:00+00:00,security,v2,gemini-1.5-pro,5,4,0.868,0.587,0.481,65.55,1146,1038,551,0.00104,0,0
rag-eval-007036,2026-02-23T17:45:00+00:00,security,v2,gemini-1.5-pro,5,3,0.637,0.796,0.747,75.49,1463,872,541,0.00216,0,1
rag-eval-007037,2026-02-23T17:56:00+00:00,bigquery,v3,claude-haiku,8,9,0.745,0.666,0.735,67.49,1024,1279,730,0.00399,0,1
rag-eval-007038,2026-02-23T18:07:00+00:00,vertex-ai,v1,gemini-1.5-pro,5,3,0.687,0.822,0.77,78.17,1259,957,409,0.00271,0,1
rag-eval-007039,2026-02-23T18:18:00+00:00,vertex-ai,v1,claude-haiku,5,6,0.595,0.559,0.451,41.28,974,706,256,0.00354,0,0
rag-eval-007040,2026-02-23T18:29:00+00:00,gke,v1,gemini-1.5-flash,10,6,0.755,0.755,0.926,59.2,1577,1118,718,0.00173,0,1
rag-eval-007041,2026-02-23T18:40:00+00:00,terraform,v3,gemini-1.5-pro,5,3,0.913,0.77,0.604,95.05,1082,1024,518,0.00357,0,1
rag-eval-007042,2026-02-23T18:51:00+00:00,vertex-ai,v2,claude-haiku,10,7,0.704,0.522,0.641,41.12,1172,1507,742,0.0056,1,0
rag-eval-007043,2026-02-23T19:02:00+00:00,security,v2,gemini-1.5-pro,10,10,0.596,0.474,0.564,64.67,939,971,416,0.00189,1,0
rag-eval-007044,2026-02-23T19:13:00+00:00,bigquery,v3,claude-haiku,10,8,0.831,0.853,0.857,94.35,1731,1186,441,0.00129,0,1
rag-eval-007045,2026-02-23T19:24:00+00:00,terraform,v3,gemini-1.5-pro,8,8,0.962,0.976,1,100,1198,1608,548,0.00207,0,1
rag-eval-007046,2026-02-23T19:35:00+00:00,bigquery,v3,gemini-1.5-pro,8,7,0.523,0.418,0.517,38.41,1440,1151,419,0.0034,1,0
rag-eval-007047,2026-02-23T19:46:00+00:00,gke,v3,gemini-1.5-flash,8,7,0.843,0.984,1,82.2,1467,1003,530,0.00152,0,1
rag-eval-007048,2026-02-23T19:57:00+00:00,security,v1,gemini-1.5-pro,3,2,0.385,0.401,0.332,23.62,949,1284,448,0.00273,1,0
rag-eval-007049,2026-02-23T20:08:00+00:00,security,v3,gemini-1.5-pro,5,4,0.997,1,1,100,957,720,322,0.00091,0,1
rag-eval-007050,2026-02-23T20:19:00+00:00,gke,v2,gemini-1.5-flash,3,3,0.872,0.673,0.782,83.3,1057,783,264,0.00292,0,1
rag-eval-007051,2026-02-23T20:30:00+00:00,terraform,v3,gemini-1.5-pro,3,2,0.874,0.768,0.742,78.41,1421,1079,371,0.00053,0,1
rag-eval-007052,2026-02-23T20:41:00+00:00,monitoring,v3,openai-gpt-4o-mini,3,2,0.926,0.97,0.883,81.57,1252,728,291,0.00024,0,1
rag-eval-007053,2026-02-23T20:52:00+00:00,gke,v2,gemini-1.5-pro,3,1,0.739,0.696,0.852,64.36,1098,819,508,0.00326,0,1
rag-eval-007054,2026-02-23T21:03:00+00:00,bigquery,v1,openai-gpt-4o-mini,3,2,0.758,0.818,0.938,94.07,1428,729,429,0.00199,0,1
rag-eval-007055,2026-02-23T21:14:00+00:00,security,v2,claude-haiku,3,1,0.796,0.913,0.886,99.64,840,673,376,0.00276,0,1
rag-eval-007056,2026-02-23T21:25:00+00:00,monitoring,v2,gemini-1.5-flash,8,9,0.726,0.89,0.964,96.44,1715,1309,468,0.0046,0,1
rag-eval-007057,2026-02-23T21:36:00+00:00,bigquery,v1,claude-haiku,8,7,0.963,0.995,1,92.63,1280,1357,585,0.0047,0,1
rag-eval-007058,2026-02-23T21:47:00+00:00,security,v2,gemini-1.5-flash,3,2,0.538,0.869,0.687,91.36,1355,456,275,0.00272,0,1
rag-eval-007059,2026-02-23T21:58:00+00:00,bigquery,v2,gemini-1.5-pro,3,2,0.398,0.452,0.346,60.37,1321,952,427,0.00075,1,0
rag-eval-007060,2026-02-23T22:09:00+00:00,gke,v3,gemini-1.5-flash,10,10,0.874,0.777,0.969,82.96,1519,1134,453,0.00503,0,1
rag-eval-007061,2026-02-23T22:20:00+00:00,bigquery,v2,gemini-1.5-flash,5,6,0.697,0.758,0.844,73.49,724,866,389,0.00118,0,1
rag-eval-007062,2026-02-23T22:31:00+00:00,terraform,v1,claude-haiku,5,4,0.544,0.86,0.975,86.97,1404,674,274,0.00297,0,1
rag-eval-007063,2026-02-23T22:42:00+00:00,bigquery,v2,gemini-1.5-flash,5,3,1,1,0.783,96.09,1328,1055,570,0.0005,0,1
rag-eval-007064,2026-02-23T22:53:00+00:00,security,v1,openai-gpt-4o-mini,10,8,0.536,0.468,0.774,56.96,1248,1172,518,0.00619,1,0
rag-eval-007065,2026-02-23T23:04:00+00:00,terraform,v3,gemini-1.5-flash,5,3,0.59,0.587,0.599,62.51,835,626,246,0.00213,0,0
rag-eval-007066,2026-02-23T23:15:00+00:00,terraform,v3,openai-gpt-4o-mini,5,4,0.895,0.84,1,83.21,1120,1088,599,0.00366,0,1
rag-eval-007067,2026-02-23T23:26:00+00:00,security,v1,claude-haiku,10,8,0.936,0.72,0.358,81.91,1235,1353,370,0.00364,0,1
rag-eval-007068,2026-02-23T23:37:00+00:00,security,v1,gemini-1.5-flash,10,11,0.574,0.673,0.656,65.32,866,827,519,0.00425,0,1
rag-eval-007069,2026-02-23T23:48:00+00:00,security,v3,gemini-1.5-pro,5,4,0.52,0.559,0.796,45.91,1027,831,434,0.00222,0,0
rag-eval-007070,2026-02-23T23:59:00+00:00,monitoring,v2,claude-haiku,10,10,0.83,0.633,0.678,32.99,1320,1270,553,0.00265,0,0
rag-eval-007071,2026-02-24T00:10:00+00:00,vertex-ai,v2,claude-haiku,8,6,0.817,0.857,0.866,98.01,1331,1130,525,0.00485,1,0
rag-eval-007072,2026-02-24T00:21:00+00:00,terraform,v2,claude-haiku,8,5,0.845,0.847,0.81,91.05,1396,1575,621,0.00604,0,1
rag-eval-007073,2026-02-24T00:32:00+00:00,cloud-run,v3,gemini-1.5-pro,10,8,0.587,0.363,0.447,12.85,1822,1393,483,0.00174,1,0
rag-eval-007074,2026-02-24T00:43:00+00:00,vertex-ai,v3,openai-gpt-4o-mini,8,6,0.522,0.644,0.718,78.03,1582,1358,367,0.00563,0,0
rag-eval-007075,2026-02-24T00:54:00+00:00,vertex-ai,v2,openai-gpt-4o-mini,8,7,0.642,0.752,0.467,68.13,1236,1297,547,0.00412,0,1
rag-eval-007076,2026-02-24T01:05:00+00:00,monitoring,v1,gemini-1.5-flash,10,11,0.569,0.316,0.034,34.29,1396,1018,447,0.00071,1,0
rag-eval-007077,2026-02-24T01:16:00+00:00,vertex-ai,v3,gemini-1.5-pro,5,1,0.582,0.624,0.442,57.45,1064,724,443,0.004,0,0
rag-eval-007078,2026-02-24T01:27:00+00:00,cloud-run,v1,gemini-1.5-pro,10,9,0.444,0.601,0.732,60.08,903,1104,448,0.00037,1,0
rag-eval-007079,2026-02-24T01:38:00+00:00,monitoring,v2,openai-gpt-4o-mini,10,8,0.579,0.737,0.756,62.63,1486,1435,615,0.00662,0,1
rag-eval-007080,2026-02-24T01:49:00+00:00,security,v3,openai-gpt-4o-mini,3,2,1,0.841,0.757,90.79,879,802,383,0.00037,0,1
rag-eval-007081,2026-02-24T02:00:00+00:00,bigquery,v3,gemini-1.5-flash,5,4,0.815,0.832,0.74,85.65,1210,904,431,0.00163,0,1
rag-eval-007082,2026-02-24T02:11:00+00:00,bigquery,v3,claude-haiku,10,9,0.827,0.98,1,95.62,1279,1458,718,0.00505,0,1
rag-eval-007083,2026-02-24T02:22:00+00:00,security,v3,claude-haiku,10,8,0.883,0.896,0.893,86.75,1020,1282,475,0.00635,0,1
rag-eval-007084,2026-02-24T02:33:00+00:00,security,v3,openai-gpt-4o-mini,5,2,1,0.934,1,100,1181,1050,440,0.00353,0,1
rag-eval-007085,2026-02-24T02:44:00+00:00,monitoring,v1,openai-gpt-4o-mini,10,8,0.541,0.624,0.653,71.73,1565,1550,823,0.00449,0,0
rag-eval-007086,2026-02-24T02:55:00+00:00,vertex-ai,v1,claude-haiku,3,2,0.888,1,0.985,100,660,849,372,0.00391,0,1
rag-eval-007087,2026-02-24T03:06:00+00:00,bigquery,v2,claude-haiku,5,5,0.714,0.541,0.442,56.23,872,934,476,0.00181,1,0
rag-eval-007088,2026-02-24T03:17:00+00:00,bigquery,v1,gemini-1.5-flash,10,8,0.98,1,0.835,100,1210,1265,465,0.00582,0,1
rag-eval-007089,2026-02-24T03:28:00+00:00,cloud-run,v2,claude-haiku,5,4,0.691,0.941,1,81.08,1015,884,359,0.00534,0,1
rag-eval-007090,2026-02-24T03:39:00+00:00,cloud-run,v2,gemini-1.5-flash,5,2,0.88,0.942,0.899,86.54,1418,755,218,0.00291,0,1
rag-eval-007091,2026-02-24T03:50:00+00:00,cloud-run,v1,gemini-1.5-pro,10,9,0.521,0.336,0.369,32.74,922,1175,564,0.00364,1,0
rag-eval-007092,2026-02-24T04:01:00+00:00,terraform,v1,claude-haiku,8,5,0.823,1,1,95.9,1088,1679,782,0.00356,0,1
rag-eval-007093,2026-02-24T04:12:00+00:00,monitoring,v2,claude-haiku,5,4,0.674,0.71,0.497,55.77,1039,783,352,0.00053,0,1
rag-eval-007094,2026-02-24T04:23:00+00:00,monitoring,v2,openai-gpt-4o-mini,8,5,1,1,1,100,1126,1323,441,0.00197,0,1
rag-eval-007095,2026-02-24T04:34:00+00:00,monitoring,v2,gemini-1.5-pro,5,5,0.835,1,1,100,1200,1130,430,0.00196,0,1
rag-eval-007096,2026-02-24T04:45:00+00:00,monitoring,v2,gemini-1.5-pro,8,7,0.864,0.868,0.952,74.35,1442,1153,454,0.0052,0,1
rag-eval-007097,2026-02-24T04:56:00+00:00,gke,v3,gemini-1.5-pro,10,8,0.626,0.729,0.838,93.07,1246,1542,795,0.00289,0,1
rag-eval-007098,2026-02-24T05:07:00+00:00,vertex-ai,v3,claude-haiku,8,5,0.829,0.667,0.829,74.04,1137,1054,607,0.00346,0,1
rag-eval-007099,2026-02-24T05:18:00+00:00,bigquery,v3,openai-gpt-4o-mini,8,7,0.983,0.934,0.735,100,1209,1319,479,0.00094,0,1
rag-eval-007100,2026-02-24T05:29:00+00:00,cloud-run,v1,gemini-1.5-flash,8,6,0.626,0.882,0.844,88.59,1437,1073,753,0.00314,0,1
rag-eval-007101,2026-02-24T05:40:00+00:00,vertex-ai,v1,claude-haiku,10,10,0.595,0.53,0.591,54.43,1559,1109,357,0.00274,1,0
rag-eval-007102,2026-02-24T05:51:00+00:00,security,v2,claude-haiku,8,7,0.677,0.605,0.536,54.84,807,1042,465,0.00502,0,0
rag-eval-007103,2026-02-24T06:02:00+00:00,monitoring,v3,claude-haiku,3,3,0.646,0.478,0.609,49.53,1143,991,321,0.0015,1,0
rag-eval-007104,2026-02-24T06:13:00+00:00,vertex-ai,v3,gemini-1.5-flash,5,4,0.697,0.626,0.524,69.55,1230,1107,541,0.0017,0,0
rag-eval-007105,2026-02-24T06:24:00+00:00,bigquery,v2,gemini-1.5-flash,3,1,0.591,0.797,0.72,100,788,1024,463,0.00193,0,1
rag-eval-007106,2026-02-24T06:35:00+00:00,bigquery,v3,claude-haiku,8,7,0.598,0.489,0.411,54.73,1091,1080,548,0.00353,1,0
rag-eval-007107,2026-02-24T06:46:00+00:00,terraform,v1,gemini-1.5-flash,3,2,0.521,0.484,0.516,60.36,971,584,261,0.0017,1,0
rag-eval-007108,2026-02-24T06:57:00+00:00,security,v3,gemini-1.5-pro,3,5,0.86,1,0.83,100,1294,824,426,0.00321,0,1
rag-eval-007109,2026-02-24T07:08:00+00:00,cloud-run,v1,openai-gpt-4o-mini,5,2,0.714,0.804,0.963,68.94,1611,628,246,0.00176,0,1
rag-eval-007110,2026-02-24T07:19:00+00:00,cloud-run,v3,openai-gpt-4o-mini,3,2,0.833,1,0.823,100,1029,653,231,0.00203,0,1
rag-eval-007111,2026-02-24T07:30:00+00:00,vertex-ai,v2,openai-gpt-4o-mini,8,5,0.73,0.749,0.879,56.22,1027,1013,525,0.00519,1,0
rag-eval-007112,2026-02-24T07:41:00+00:00,bigquery,v3,claude-haiku,3,1,0.834,0.952,1,100,1435,576,363,0.00276,0,1
rag-eval-007113,2026-02-24T07:52:00+00:00,monitoring,v1,openai-gpt-4o-mini,10,8,0.528,0.548,0.753,66.28,1598,1427,701,0.00452,1,0
rag-eval-007114,2026-02-24T08:03:00+00:00,vertex-ai,v2,openai-gpt-4o-mini,8,9,0.707,0.681,0.494,47.98,1097,1163,414,0.00285,0,1
rag-eval-007115,2026-02-24T08:14:00+00:00,cloud-run,v1,gemini-1.5-pro,3,1,0.651,0.62,0.678,51.58,859,1169,615,0.00409,0,0
rag-eval-007116,2026-02-24T08:25:00+00:00,cloud-run,v3,gemini-1.5-flash,8,7,0.714,0.586,0.532,61.68,1399,997,539,0.00413,0,0
rag-eval-007117,2026-02-24T08:36:00+00:00,bigquery,v2,gemini-1.5-pro,8,7,0.76,0.778,0.951,59.29,1542,1140,802,0.00707,0,1
rag-eval-007118,2026-02-24T08:47:00+00:00,cloud-run,v3,openai-gpt-4o-mini,8,6,0.736,0.834,0.949,100,1312,908,461,0.00266,0,1
rag-eval-007119,2026-02-24T08:58:00+00:00,cloud-run,v1,gemini-1.5-flash,3,2,0.514,0.775,0.896,68.82,1021,764,277,0.00085,0,1
rag-eval-007120,2026-02-24T09:09:00+00:00,monitoring,v1,openai-gpt-4o-mini,3,1,0.685,0.61,0.252,55.86,1427,419,194,0.00064,0,0
rag-eval-007121,2026-02-24T09:20:00+00:00,bigquery,v3,claude-haiku,10,8,0.796,0.99,0.811,100,1574,1078,460,0.00363,0,1
rag-eval-007122,2026-02-24T09:31:00+00:00,gke,v2,gemini-1.5-pro,3,3,0.846,0.979,1,100,1140,1016,340,0.00072,0,1
rag-eval-007123,2026-02-24T09:42:00+00:00,monitoring,v2,gemini-1.5-pro,5,5,0.608,0.856,1,88.67,1232,695,275,0.00271,0,1
rag-eval-007124,2026-02-24T09:53:00+00:00,terraform,v2,claude-haiku,8,7,0.808,0.774,0.862,89.81,1579,1064,506,0.0025,0,1
rag-eval-007125,2026-02-24T10:04:00+00:00,terraform,v2,claude-haiku,3,2,1,1,0.96,100,1069,683,487,0.00407,0,1
rag-eval-007126,2026-02-24T10:15:00+00:00,vertex-ai,v1,claude-haiku,10,10,0.776,0.757,0.872,71.47,1314,1199,715,0.00122,0,1
rag-eval-007127,2026-02-24T10:26:00+00:00,cloud-run,v1,claude-haiku,10,10,0.8,0.769,0.834,70.13,1701,1583,636,0.00496,0,1
rag-eval-007128,2026-02-24T10:37:00+00:00,vertex-ai,v1,gemini-1.5-flash,10,8,0.707,0.782,0.778,84.32,1399,946,697,0.00038,0,1
rag-eval-007129,2026-02-24T10:48:00+00:00,cloud-run,v2,claude-haiku,8,6,0.886,0.736,0.859,63.0,1507,1153,368,0.00354,0,1
rag-eval-007130,2026-02-24T10:59:00+00:00,terraform,v2,claude-haiku,8,7,0.573,0.621,0.526,58.48,1779,1379,572,0.00185,0,0
rag-eval-007131,2026-02-24T11:10:00+00:00,gke,v2,gemini-1.5-flash,8,7,0.477,0.494,0.446,61.81,1492,1039,460,0.0026,1,0
rag-eval-007132,2026-02-24T11:21:00+00:00,cloud-run,v2,claude-haiku,8,5,0.688,0.68,0.537,65.93,1178,1095,655,0.00383,0,1
rag-eval-007133,2026-02-24T11:32:00+00:00,terraform,v1,openai-gpt-4o-mini,10,8,0.372,0.384,0.514,47.88,1445,1516,516,0.0071,1,0
rag-eval-007134,2026-02-24T11:43:00+00:00,vertex-ai,v2,gemini-1.5-flash,3,1,0.751,0.717,0.743,65.07,941,557,286,0.00086,0,1
rag-eval-007135,2026-02-24T11:54:00+00:00,security,v3,gemini-1.5-pro,10,9,0.793,0.853,0.889,88.38,1211,990,676,0.00286,0,1
rag-eval-007136,2026-02-24T12:05:00+00:00,gke,v3,openai-gpt-4o-mini,5,2,0.536,0.641,0.662,72.65,1238,978,409,0.00192,0,0
rag-eval-007137,2026-02-24T12:16:00+00:00,bigquery,v2,gemini-1.5-flash,5,3,0.527,0.493,0.447,33.38,1355,643,281,0.00123,1,0
rag-eval-007138,2026-02-24T12:27:00+00:00,vertex-ai,v1,gemini-1.5-flash,3,1,0.67,0.842,1,100,1148,880,485,0.00348,0,1
rag-eval-007139,2026-02-24T12:38:00+00:00,vertex-ai,v3,openai-gpt-4o-mini,3,3,0.639,0.7,0.758,69.3,714,434,213,0.00188,0,1
rag-eval-007140,2026-02-24T12:49:00+00:00,cloud-run,v3,claude-haiku,3,4,0.635,0.585,0.563,47.98,1114,674,258,0.0007,0,0
rag-eval-007141,2026-02-24T13:00:00+00:00,bigquery,v3,gemini-1.5-flash,5,2,0.427,0.34,0.35,43.6,1161,833,486,0.00351,1,0
rag-eval-007142,2026-02-24T13:11:00+00:00,security,v3,claude-haiku,10,11,0.54,0.215,0.278,8.75,1203,1687,784,0.00499,1,0
rag-eval-007143,2026-02-24T13:22:00+00:00,terraform,v3,claude-haiku,3,1,0.683,1,1,100,1038,638,314,0.003,0,1
rag-eval-007144,2026-02-24T13:33:00+00:00,gke,v1,gemini-1.5-pro,10,8,0.659,0.474,0.544,28.15,1842,1054,419,0.00256,1,0
rag-eval-007145,2026-02-24T13:44:00+00:00,gke,v1,claude-haiku,5,5,1,1,1,93.85,1101,752,537,0.0031,0,1
rag-eval-007146,2026-02-24T13:55:00+00:00,cloud-run,v3,gemini-1.5-pro,5,3,0.555,0.228,0.308,0,869,962,417,0.00387,1,0
rag-eval-007147,2026-02-24T14:06:00+00:00,monitoring,v3,openai-gpt-4o-mini,10,8,0.552,0.526,0.677,63.1,981,1172,489,0.00513,1,0
rag-eval-007148,2026-02-24T14:17:00+00:00,security,v1,claude-haiku,8,6,0.815,1,1,93.77,1004,979,418,0.00396,0,1
rag-eval-007149,2026-02-24T14:28:00+00:00,terraform,v2,claude-haiku,5,4,0.636,0.444,0.729,44.34,1520,1211,353,0.00243,1,0
rag-eval-007150,2026-02-24T14:39:00+00:00,monitoring,v1,gemini-1.5-pro,10,8,0.673,0.756,0.764,99.83,1931,1163,636,0.00461,0,0
rag-eval-007151,2026-02-24T14:50:00+00:00,terraform,v2,openai-gpt-4o-mini,10,9,0.787,0.767,0.787,71.07,1474,1456,739,0.00477,0,1
rag-eval-007152,2026-02-24T15:01:00+00:00,monitoring,v3,openai-gpt-4o-mini,5,2,0.666,0.638,0.62,64.94,943,573,229,0.00263,0,0
rag-eval-007153,2026-02-24T15:12:00+00:00,gke,v3,gemini-1.5-flash,8,6,0.72,0.722,0.739,58.39,1581,1180,506,0.00096,0,1
rag-eval-007154,2026-02-24T15:23:00+00:00,bigquery,v3,gemini-1.5-flash,10,9,0.591,0.6,0.461,31.26,1097,1371,404,0.0011,0,0
rag-eval-007155,2026-02-24T15:34:00+00:00,security,v2,gemini-1.5-pro,8,5,0.769,1,1,78.97,1296,1353,552,0.00552,0,1
rag-eval-007156,2026-02-24T15:45:00+00:00,security,v3,gemini-1.5-pro,3,3,1,0.914,0.924,88.89,969,701,237,0.00093,0,1
rag-eval-007157,2026-02-24T15:56:00+00:00,bigquery,v2,claude-haiku,3,3,0.515,0.481,0.367,42.81,1171,694,352,0.00094,1,0
rag-eval-007158,2026-02-24T16:07:00+00:00,cloud-run,v2,claude-haiku,3,2,0.644,0.722,0.814,78.26,758,804,257,0.00054,0,1
rag-eval-007159,2026-02-24T16:18:00+00:00,monitoring,v2,openai-gpt-4o-mini,5,5,0.838,0.928,0.937,89.91,1103,1085,480,0.00552,0,1
rag-eval-007160,2026-02-24T16:29:00+00:00,bigquery,v1,claude-haiku,3,1,0.692,0.943,1,94.04,1253,1141,565,0.0019,0,1
rag-eval-007161,2026-02-24T16:40:00+00:00,vertex-ai,v1,openai-gpt-4o-mini,10,11,0.837,0.721,0.825,86.5,1819,1319,743,0.00226,0,0
rag-eval-007162,2026-02-24T16:51:00+00:00,vertex-ai,v3,claude-haiku,3,1,0.768,0.799,0.84,72.14,1036,635,321,0.00194,1,0
rag-eval-007163,2026-02-24T17:02:00+00:00,terraform,v1,gemini-1.5-pro,8,5,0.878,0.667,0.679,73.82,1356,1418,810,0.00634,0,1
rag-eval-007164,2026-02-24T17:13:00+00:00,cloud-run,v3,gemini-1.5-pro,10,8,0.551,0.591,0.543,64.07,1549,1109,500,0.00277,0,0
rag-eval-007165,2026-02-24T17:24:00+00:00,monitoring,v1,gemini-1.5-flash,8,7,0.707,0.825,0.816,87.5,903,1003,437,0.00187,0,1
rag-eval-007166,2026-02-24T17:35:00+00:00,bigquery,v1,claude-haiku,3,4,0.865,0.829,0.989,72.24,1172,786,436,0.00031,0,1
rag-eval-007167,2026-02-24T17:46:00+00:00,security,v1,gemini-1.5-pro,5,3,0.726,0.639,0.856,70.63,1048,784,285,0.00031,0,0
rag-eval-007168,2026-02-24T17:57:00+00:00,vertex-ai,v3,gemini-1.5-flash,8,9,0.86,1,1,100,1461,1234,569,0.00373,0,1
rag-eval-007169,2026-02-24T18:08:00+00:00,vertex-ai,v3,claude-haiku,8,9,0.615,0.542,0.618,63.54,1548,1296,597,0.00535,1,0
rag-eval-007170,2026-02-24T18:19:00+00:00,vertex-ai,v2,gemini-1.5-pro,3,1,0.733,0.719,0.632,90.55,1187,585,205,0.00197,0,1
rag-eval-007171,2026-02-24T18:30:00+00:00,security,v3,claude-haiku,8,7,0.522,0.644,0.684,80.04,1345,1185,718,0.00059,0,0
rag-eval-007172,2026-02-24T18:41:00+00:00,bigquery,v2,claude-haiku,5,5,0.734,0.842,0.663,70.03,978,835,441,0.00035,0,1
rag-eval-007173,2026-02-24T18:52:00+00:00,monitoring,v2,gemini-1.5-pro,10,9,0.572,0.865,0.898,80.53,1516,1596,689,0.00578,0,1
rag-eval-007174,2026-02-24T19:03:00+00:00,cloud-run,v3,openai-gpt-4o-mini,8,7,0.464,0.493,0.276,36.41,1099,1300,559,0.00347,1,0
rag-eval-007175,2026-02-24T19:14:00+00:00,monitoring,v3,gemini-1.5-pro,5,3,0.64,0.558,0.584,55.41,1337,656,285,0.00221,0,0
rag-eval-007176,2026-02-24T19:25:00+00:00,monitoring,v3,gemini-1.5-flash,5,4,0.57,0.833,1,69.2,1192,956,375,0.00162,0,1
rag-eval-007177,2026-02-24T19:36:00+00:00,gke,v1,claude-haiku,8,6,0.425,0.481,0.476,51.98,799,1230,482,0.00524,1,0
rag-eval-007178,2026-02-24T19:47:00+00:00,gke,v3,claude-haiku,5,1,0.947,0.895,1,100,1540,1150,427,0.00283,0,1
rag-eval-007179,2026-02-24T19:58:00+00:00,vertex-ai,v2,gemini-1.5-flash,3,1,0.599,0.599,0.718,45.18,604,680,378,0.0023,0,0
rag-eval-007180,2026-02-24T20:09:00+00:00,monitoring,v1,openai-gpt-4o-mini,8,5,0.652,0.427,0.423,44.21,1185,1283,430,0.00432,1,0
rag-eval-007181,2026-02-24T20:20:00+00:00,gke,v1,claude-haiku,3,2,0.464,0.569,0.585,65.4,720,710,358,0.00114,1,0
rag-eval-007182,2026-02-24T20:31:00+00:00,bigquery,v2,gemini-1.5-flash,8,7,0.663,0.848,0.675,75.21,1431,1102,650,0.00311,0,1
rag-eval-007183,2026-02-24T20:42:00+00:00,security,v3,claude-haiku,10,9,1,1,0.92,71.94,1573,1687,816,0.00233,0,1
rag-eval-007184,2026-02-24T20:53:00+00:00,monitoring,v2,gemini-1.5-pro,10,8,0.661,0.74,0.553,78.49,1519,1343,722,0.00061,0,1
rag-eval-007185,2026-02-24T21:04:00+00:00,terraform,v2,claude-haiku,10,8,0.717,0.492,0.423,51.0,1503,1793,859,0.00573,1,0
